X 	 Y 	 Z 	 Phi 	 Theta 	 Psi 	 Vx 	 Vy 	 Vz 	 dPhi 	 dTheta 	 dPsi 	Xd 	 Yd 	 Zd 	 Phid 	 Thetad 	 Psid 	  t
-2.865	  0.000	  0.231	  0.000	  0.061	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.075	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  1.704	 
-2.851	  0.000	  0.232	  0.000	  0.058	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.091	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  1.738	 
-2.837	  0.000	  0.232	  0.000	  0.054	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.106	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  1.771	 
-2.823	  0.000	  0.232	  0.000	  0.051	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.119	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  1.804	 
-2.807	  0.000	  0.232	  0.000	  0.046	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.130	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  1.838	 
-2.792	  0.000	  0.232	  0.000	  0.042	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.140	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  1.871	 
-2.776	  0.000	  0.232	 -0.000	  0.037	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.148	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  1.904	 
-2.759	  0.000	  0.232	 -0.000	  0.031	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.153	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  1.938	 
-2.743	  0.000	  0.232	 -0.000	  0.026	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.157	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  1.971	 
-2.726	  0.000	  0.232	 -0.000	  0.021	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.158	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.004	 
-2.709	  0.000	  0.232	 -0.000	  0.016	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.158	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.038	 
-2.692	  0.000	  0.232	 -0.000	  0.011	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.156	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.071	 
-2.675	  0.000	  0.232	 -0.000	  0.005	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.151	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.106	 
-2.658	  0.000	  0.232	 -0.000	  0.001	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.146	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.138	 
-2.641	  0.000	  0.232	 -0.000	 -0.004	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.138	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.172	 
-2.624	  0.000	  0.232	 -0.000	 -0.008	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.129	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.205	 
-2.608	  0.000	  0.232	 -0.000	 -0.012	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.119	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.238	 
-2.591	  0.000	  0.232	 -0.000	 -0.016	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.108	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.271	 
-2.575	  0.000	  0.232	 -0.000	 -0.019	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.096	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.305	 
-2.559	  0.000	  0.233	 -0.000	 -0.022	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.083	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.338	 
-2.543	  0.000	  0.233	 -0.000	 -0.024	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.070	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.371	 
-2.528	  0.000	  0.233	 -0.000	 -0.026	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.056	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.405	 
-2.513	  0.000	  0.233	 -0.000	 -0.027	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.043	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.438	 
-2.498	  0.000	  0.233	 -0.000	 -0.028	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.029	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.471	 
-2.484	  0.000	  0.233	 -0.000	 -0.029	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.016	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.504	 
-2.470	  0.000	  0.233	 -0.000	 -0.029	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.003	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.538	 
-2.456	  0.000	  0.233	 -0.000	 -0.029	  0.000	  0.000	  0.000	  0.000	  0.000	  0.009	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.571	 
-2.442	  0.000	  0.233	 -0.000	 -0.028	  0.000	  0.000	  0.000	  0.000	  0.000	  0.021	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.605	 
-2.429	  0.000	  0.233	 -0.000	 -0.027	  0.000	  0.000	  0.000	  0.000	  0.000	  0.032	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.638	 
-2.416	  0.000	  0.233	 -0.000	 -0.026	  0.000	  0.000	  0.000	  0.000	  0.000	  0.042	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.671	 
-2.404	  0.000	  0.233	  0.000	 -0.024	  0.000	  0.000	  0.000	  0.000	  0.000	  0.050	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.705	 
-2.391	  0.000	  0.233	  0.000	 -0.022	  0.000	  0.000	  0.000	  0.000	  0.000	  0.058	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.738	 
-2.379	  0.000	  0.233	  0.000	 -0.020	  0.000	  0.000	  0.000	  0.000	  0.000	  0.064	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.771	 
-2.367	  0.000	  0.233	  0.000	 -0.018	  0.000	  0.000	  0.000	  0.000	  0.000	  0.069	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.805	 
-2.355	  0.000	  0.233	  0.000	 -0.015	  0.000	  0.000	  0.000	  0.000	  0.000	  0.073	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.838	 
-2.343	  0.000	  0.233	  0.000	 -0.013	  0.000	  0.000	  0.000	  0.000	  0.000	  0.076	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.871	 
-2.332	  0.000	  0.233	  0.000	 -0.010	  0.000	  0.000	  0.000	  0.000	  0.000	  0.077	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.905	 
-2.320	  0.000	  0.233	  0.000	 -0.007	  0.000	  0.000	  0.000	  0.000	  0.000	  0.077	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.938	 
-2.309	  0.000	  0.233	  0.000	 -0.005	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.076	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.971	 
-2.297	  0.000	  0.233	  0.000	 -0.002	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.074	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.005	 
-2.286	  0.000	  0.233	  0.000	 -0.000	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.071	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.038	 
-2.274	  0.000	  0.233	  0.000	  0.002	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.066	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.072	 
-2.263	  0.000	  0.233	  0.000	  0.004	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.062	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.105	 
-2.251	  0.000	  0.233	  0.000	  0.006	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.056	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.138	 
-2.239	  0.000	  0.233	  0.000	  0.008	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.050	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.171	 
-2.227	  0.000	  0.233	  0.000	  0.009	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.043	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.205	 
-2.215	  0.000	  0.233	  0.000	  0.010	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.036	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.238	 
-2.203	  0.000	  0.233	  0.000	  0.011	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.029	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.272	 
-2.191	  0.000	  0.233	  0.000	  0.012	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.022	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.306	 
-2.178	  0.000	  0.233	  0.000	  0.012	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.015	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.338	 
-2.166	  0.000	  0.233	  0.000	  0.013	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.008	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.372	 
-2.153	  0.000	  0.233	  0.000	  0.013	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.001	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.405	 
-2.140	  0.000	  0.233	  0.000	  0.013	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.006	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.438	 
-2.127	  0.000	  0.233	  0.000	  0.012	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.012	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.472	 
-2.114	  0.000	  0.233	  0.000	  0.012	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.017	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.505	 
-2.101	  0.000	  0.233	  0.000	  0.011	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.022	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.538	 
-2.087	  0.000	  0.233	  0.000	  0.010	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.026	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.572	 
-2.074	  0.000	  0.233	  0.000	  0.009	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.030	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.605	 
-2.060	  0.000	  0.233	  0.000	  0.008	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.033	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.638	 
-2.047	  0.000	  0.233	  0.000	  0.007	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.035	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.672	 
-2.033	  0.000	  0.233	  0.000	  0.006	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.037	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.705	 
-2.019	  0.000	  0.233	  0.000	  0.004	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.038	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.738	 
-2.006	  0.000	  0.233	  0.000	  0.003	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.038	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.772	 
-1.992	  0.000	  0.233	  0.000	  0.002	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.038	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.805	 
-1.978	  0.000	  0.233	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.037	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.838	 
-1.964	  0.000	  0.233	  0.000	 -0.001	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.035	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.872	 
-1.951	  0.000	  0.233	  0.000	 -0.002	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.033	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.905	 
-1.937	  0.000	  0.233	  0.000	 -0.003	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.031	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.938	 
-1.923	  0.000	  0.233	  0.000	 -0.004	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.028	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.971	 
-1.910	  0.000	  0.233	  0.000	 -0.005	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.025	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.005	 
-1.896	  0.000	  0.233	  0.000	 -0.005	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.022	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.038	 
-1.883	  0.000	  0.233	  0.000	 -0.006	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.018	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.072	 
-1.870	  0.000	  0.233	  0.000	 -0.006	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.014	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.105	 
-1.856	  0.000	  0.233	  0.000	 -0.007	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.011	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.138	 
-1.843	  0.000	  0.233	 -0.000	 -0.007	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.007	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.172	 
-1.830	  0.000	  0.233	 -0.000	 -0.007	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.003	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.205	 
-1.817	  0.000	  0.233	 -0.000	 -0.007	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.238	 
-1.804	  0.000	  0.233	 -0.000	 -0.007	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.004	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.272	 
-1.791	  0.000	  0.233	 -0.000	 -0.007	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.007	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.305	 
-1.778	  0.000	  0.233	 -0.000	 -0.006	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.010	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.339	 
-1.766	  0.000	  0.233	 -0.000	 -0.006	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.012	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.372	 
-1.753	  0.000	  0.233	 -0.000	 -0.005	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.015	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.405	 
-1.740	  0.000	  0.233	 -0.000	 -0.005	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.017	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.439	 
-1.728	  0.000	  0.233	 -0.000	 -0.004	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.018	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.472	 
-1.715	  0.000	  0.233	 -0.000	 -0.004	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.020	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.505	 
-1.703	  0.000	  0.233	 -0.000	 -0.003	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.020	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.539	 
-1.690	  0.000	  0.233	 -0.000	 -0.002	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.021	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.572	 
-1.678	  0.000	  0.233	 -0.000	 -0.002	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.021	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.605	 
-1.665	  0.000	  0.233	 -0.000	 -0.001	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.021	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.638	 
-1.653	  0.000	  0.233	 -0.000	 -0.000	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.020	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.672	 
-1.640	  0.000	  0.233	 -0.000	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.020	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.705	 
-1.628	  0.000	  0.233	 -0.000	  0.001	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.019	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.739	 
-1.615	  0.000	  0.233	 -0.000	  0.002	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.017	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.772	 
-1.603	  0.000	  0.233	 -0.000	  0.002	  0.000	  0.000	  0.000	  0.000	  0.000	  0.016	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.805	 
-1.590	  0.000	  0.233	 -0.000	  0.003	  0.000	  0.000	  0.000	  0.000	  0.000	  0.014	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.838	 
-1.578	  0.000	  0.233	 -0.000	  0.003	  0.000	  0.000	  0.000	  0.000	  0.000	  0.012	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.872	 
-1.565	  0.000	  0.233	 -0.000	  0.003	  0.000	  0.000	  0.000	  0.000	  0.000	  0.010	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.905	 
-1.552	  0.000	  0.233	 -0.000	  0.004	  0.000	  0.000	  0.000	  0.000	  0.000	  0.008	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.939	 
-1.539	  0.000	  0.233	 -0.000	  0.004	  0.000	  0.000	  0.000	  0.000	  0.000	  0.006	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.972	 
-1.527	  0.000	  0.233	 -0.000	  0.004	  0.000	  0.000	  0.000	  0.000	  0.000	  0.004	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.005	 
-1.514	  0.000	  0.233	 -0.000	  0.004	  0.000	  0.000	  0.000	  0.000	  0.000	  0.002	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.038	 
-1.501	  0.000	  0.233	 -0.000	  0.004	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.072	 
-1.488	  0.000	  0.233	 -0.000	  0.004	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.002	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.105	 
-1.475	  0.000	  0.233	  0.000	  0.004	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.004	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.139	 
