2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.197375	0.379949	0.000000	0.000000	0.000000	0.000000	0.000000	-2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.522029	1.000000	0.000000	0.000000	2.347296	2.000000	1.969616	-0.065142	0.083028	0.539535	0.418981	0.250885	0.039238	0.000000	0.000000	0.000000	-2.000000	0.000000	-0.004190	-0.000000	0.000000	0.000945	0.000000	0.000000	-0.125689	-0.000000	0.000000	0.028356	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	0.887618	-0.061430	2.000000	2.000000	0.000000	2.000000	0.000000	1.396263	2.000000	4.000000	0.000000	-0.828427	-2.356194	1.396263	0.038344	1.500000	2.866025	0.000000	0.000000	0.000000	0.000000	-1.231229	-0.157478	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.943057	0.372279	0.000000	0.000000	2.000000	2.000000	1.000000	2.094395	2.000000	4.000000	-3.000000	0.523599	
2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.197375	0.379949	0.000000	0.000000	0.000000	0.000000	0.000000	-2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.522029	1.000000	0.000000	0.000000	2.347296	2.000000	1.969616	-0.061872	0.079011	0.539649	0.418940	0.250925	0.039646	0.000000	0.000000	0.000000	-2.000000	0.000000	-0.006599	-0.000633	0.000622	0.002578	0.000000	0.000000	-0.072289	-0.018997	0.018645	0.048972	0.000000	0.000000	0.000000	0.000000	-0.015809	-0.020818	0.492130	-0.083025	2.000000	2.000000	0.000000	2.000000	0.000000	1.396263	2.000000	4.000000	0.000000	-0.828430	-2.356194	1.397745	0.070364	1.500000	2.866025	0.000000	0.000000	0.000000	0.000000	-1.231229	-0.157478	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.943057	0.372279	0.000000	0.000000	2.000000	2.000000	1.000000	2.094395	2.000000	4.000000	-3.000000	0.523599	
2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.197375	0.379949	0.000000	0.000000	0.000000	0.000000	0.017401	-1.995000	0.000000	0.000000	0.000000	0.033333	0.522029	0.150000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.522029	1.000000	2.347296	2.000000	1.969616	-0.063031	0.080753	0.539714	0.418917	0.250948	0.039881	0.000000	0.000000	0.000000	-1.999991	0.000010	-0.004788	-0.001639	0.001653	0.004796	0.000281	0.000288	0.054335	-0.030188	0.030944	0.066539	0.000000	0.000000	0.000000	0.000000	-0.020313	-0.027272	0.312451	-0.103644	2.000000	2.000000	0.000000	2.000000	0.000000	1.396263	2.000000	4.000000	0.000000	-0.828435	-2.356194	1.398597	0.103833	1.500000	2.866025	0.000000	0.000000	0.000000	0.000000	-1.231229	-0.157478	0.000000	0.000000	0.000000	0.000000	-0.031435	2.001861	0.000000	0.000000	0.000000	0.012409	-0.943057	0.055842	0.000000	0.000000	0.000000	0.372279	0.000000	0.000000	-0.943057	0.372279	2.000000	2.000000	1.000000	2.094395	2.000000	4.000000	-3.000000	0.523599	
2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.195702	0.379521	0.000000	0.000000	0.000000	0.000000	0.035811	-1.989383	0.000000	0.000000	0.000000	0.066667	0.552314	0.168501	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.557623	1.000000	2.347296	2.000000	1.969616	-0.066111	0.085332	0.537070	0.420094	0.250146	0.039830	0.000000	0.000000	0.000000	-1.999956	0.000045	0.001683	-0.002845	0.002947	0.007561	0.001048	0.001056	0.194128	-0.036168	0.038817	0.082957	0.000000	0.000000	0.000000	0.000000	-0.024877	-0.033622	0.308261	-0.122675	2.000000	2.000000	0.000000	2.000000	0.000000	1.396263	1.982599	3.995000	0.000000	-0.837244	-2.361773	1.397951	0.137350	1.500000	2.866025	0.000000	0.000000	0.000000	0.000000	-1.190583	-0.175687	0.000000	0.000000	0.000000	0.000000	-0.061182	2.003259	0.000000	0.000000	0.000000	0.024186	-0.892412	0.041922	0.000000	0.000000	0.000000	0.353287	0.000000	0.000000	-0.891823	0.353287	2.000000	2.000000	1.000000	2.094395	1.982599	3.995000	-2.997160	0.511381	
2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.193931	0.379040	0.000000	0.000000	0.000000	0.000000	0.053874	-1.983166	0.000000	0.000000	0.000000	0.100000	0.541871	0.186512	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.553092	1.000000	2.347296	2.000000	1.969616	-0.069808	0.090927	0.534235	0.421369	0.249290	0.039321	0.000000	0.000000	0.000000	-1.999877	0.000123	0.012284	-0.004159	0.004416	0.010832	0.002366	0.002348	0.318033	-0.039415	0.044069	0.098121	0.000000	0.000000	0.000000	0.000000	-0.029703	-0.040097	0.365279	-0.139850	2.000000	2.000000	0.000000	2.000000	0.000000	1.396263	1.964189	3.989383	0.000000	-0.846432	-2.367706	1.395672	0.170598	1.500000	2.866025	0.000000	0.000000	0.000000	0.000000	-1.150098	-0.192719	0.000000	0.000000	0.000000	0.000000	-0.088187	2.004043	0.000000	0.000000	0.000000	0.033765	-0.810150	0.023524	0.000000	0.000000	0.000000	0.287394	0.000000	0.000000	-0.809344	0.287394	2.000000	2.000000	1.000000	2.094395	1.964189	3.989383	-2.993820	0.499310	
2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.192192	0.378508	0.000000	0.000000	0.000000	0.000000	0.072326	-1.976290	0.000000	0.000000	0.000000	0.133333	0.553575	0.206296	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.571405	1.000000	2.347296	2.000000	1.969616	-0.073021	0.096104	0.531532	0.422604	0.248481	0.038386	0.000000	0.000000	0.000000	-1.999736	0.000261	0.026171	-0.005537	0.006008	0.014564	0.004225	0.004137	0.416623	-0.041340	0.047754	0.111977	0.000000	0.000000	0.000000	0.000000	-0.034740	-0.046660	0.434995	-0.155061	2.000000	2.000000	0.000000	2.000000	0.000000	1.396263	1.946126	3.983166	0.000000	-0.855079	-2.373646	1.391961	0.203999	1.500000	2.866025	0.000000	0.000000	0.000000	0.000000	-1.111651	-0.207800	0.000000	0.000000	0.000000	0.000000	-0.113928	2.004281	0.000000	0.000000	0.000000	0.041142	-0.772208	0.007131	0.000000	0.000000	0.000000	0.221309	0.000000	0.000000	-0.771527	0.221309	2.000000	2.000000	1.000000	2.094395	1.946126	3.983166	-2.989739	0.487985	
2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.190415	0.377918	0.000000	0.000000	0.000000	0.000000	0.091194	-1.968714	0.000000	0.000000	0.000000	0.166667	0.566036	0.227265	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.591225	1.000000	2.347296	2.000000	1.969616	-0.075240	0.100191	0.528807	0.423865	0.247671	0.037107	0.000000	0.000000	0.000000	-1.999516	0.000474	0.042518	-0.006955	0.007687	0.018716	0.006598	0.006389	0.490401	-0.042546	0.050390	0.124563	0.000000	0.000000	0.000000	0.000000	-0.039862	-0.053204	0.497054	-0.168300	2.000000	2.000000	0.000000	2.000000	0.000000	1.396263	1.927674	3.976290	0.000000	-0.863718	-2.379781	1.387124	0.238461	1.500000	2.866025	0.000000	0.000000	0.000000	0.000000	-1.073464	-0.221778	0.000000	0.000000	0.000000	0.000000	-0.138477	2.004010	0.000000	0.000000	0.000000	0.046069	-0.736480	-0.008129	0.000000	0.000000	0.000000	0.147799	0.000000	0.000000	-0.736191	0.147799	2.000000	2.000000	1.000000	2.094395	1.927674	3.976290	-2.984925	0.476842	
2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.188596	0.377269	0.000000	0.000000	0.000000	0.000000	0.110385	-1.960416	0.000000	0.000000	0.000000	0.200000	0.575727	0.248961	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.609051	1.000000	2.347296	2.000000	1.969616	-0.076468	0.103156	0.526072	0.425147	0.246863	0.035562	0.000000	0.000000	0.000000	-1.999201	0.000777	0.060620	-0.008398	0.009429	0.023249	0.009464	0.009082	0.543064	-0.043273	0.052254	0.135976	0.000000	0.000000	0.000000	0.000000	-0.044985	-0.059672	0.544977	-0.179668	2.000000	2.000000	0.000000	2.000000	0.000000	1.396263	1.908806	3.968714	0.000000	-0.872382	-2.386118	1.381460	0.271044	1.500000	2.866025	0.000000	0.000000	0.000000	0.000000	-1.035467	-0.234718	0.000000	0.000000	0.000000	0.000000	-0.161764	2.003263	0.000000	0.000000	0.000000	0.048249	-0.698610	-0.022388	0.000000	0.000000	0.000000	0.065390	0.000000	0.000000	-0.698900	0.065390	2.000000	2.000000	1.000000	2.094395	1.908806	3.968714	-2.979357	0.465851	
2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.186744	0.376557	0.000000	0.000000	0.000000	0.000000	0.129842	-1.951370	0.000000	0.000000	0.000000	0.233333	0.583717	0.271376	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.625996	1.000000	2.347296	2.000000	1.969616	-0.076895	0.105209	0.523363	0.426435	0.246069	0.033817	0.000000	0.000000	0.000000	-1.998773	0.001184	0.079926	-0.009852	0.011214	0.028126	0.012813	0.012207	0.579171	-0.043643	0.053536	0.146332	0.000000	0.000000	0.000000	0.000000	-0.050069	-0.066054	0.579214	-0.189312	2.000000	2.000000	0.000000	2.000000	0.000000	1.396263	1.889615	3.960416	0.000000	-0.881024	-2.392632	1.375221	0.304086	1.500000	2.866025	0.000000	0.000000	0.000000	0.000000	-0.997803	-0.246605	0.000000	0.000000	0.000000	0.000000	-0.183794	2.002074	0.000000	0.000000	0.000000	0.047413	-0.660918	-0.035678	0.000000	0.000000	0.000000	-0.025067	0.000000	0.000000	-0.661870	-0.025067	2.000000	2.000000	1.000000	2.094395	1.889615	3.960416	-2.973011	0.455046	
2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.184866	0.375780	0.000000	0.000000	0.000000	0.000000	0.149514	-1.941555	0.000000	0.000000	0.000000	0.266667	0.590152	0.294435	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.642239	1.000000	2.347296	2.000000	1.969616	-0.076726	0.106587	0.520708	0.427717	0.245297	0.031925	0.000000	0.000000	0.000000	-1.998219	0.001709	0.100030	-0.011310	0.013026	0.033318	0.016646	0.015771	0.603109	-0.043732	0.054379	0.155741	0.000000	0.000000	0.000000	0.000000	-0.055093	-0.072359	0.602521	-0.197386	2.000000	2.000000	0.000000	2.000000	0.000000	1.396263	1.870158	3.951370	0.000000	-0.889612	-2.399308	1.368600	0.337574	1.500000	2.866025	0.000000	0.000000	0.000000	0.000000	-0.960525	-0.257462	0.000000	0.000000	0.000000	0.000000	-0.204583	2.000474	0.000000	0.000000	0.000000	0.043327	-0.623655	-0.047997	0.000000	0.000000	0.000000	-0.122566	0.000000	0.000000	-0.625229	-0.122566	2.000000	2.000000	1.000000	2.094395	1.870158	3.951370	-2.965865	0.444432	
