X 	 Y 	 Z 	 Phi 	 Theta 	 Psi 	 Vx 	 Vy 	 Vz 	 dPhi 	 dTheta 	 dPsi 	Xd 	 Yd 	 Zd 	 Phid 	 Thetad 	 Psid 	  t
-2.641	  0.000	  0.232	 -0.000	 -0.004	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.138	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.928	 
-2.624	  0.000	  0.232	 -0.000	 -0.008	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.129	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.962	 
-2.608	  0.000	  0.232	 -0.000	 -0.012	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.119	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  2.995	 
-2.591	  0.000	  0.232	 -0.000	 -0.016	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.108	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.028	 
-2.575	  0.000	  0.232	 -0.000	 -0.019	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.096	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.061	 
-2.559	  0.000	  0.233	 -0.000	 -0.022	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.083	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.095	 
-2.543	  0.000	  0.233	 -0.000	 -0.024	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.070	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.128	 
-2.528	  0.000	  0.233	 -0.000	 -0.026	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.056	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.161	 
-2.513	  0.000	  0.233	 -0.000	 -0.027	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.043	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.194	 
-2.498	  0.000	  0.233	 -0.000	 -0.028	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.029	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.228	 
-2.484	  0.000	  0.233	 -0.000	 -0.029	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.016	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.261	 
-2.470	  0.000	  0.233	 -0.000	 -0.029	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.003	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.295	 
-2.456	  0.000	  0.233	 -0.000	 -0.029	  0.000	  0.000	  0.000	  0.000	  0.000	  0.009	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.328	 
-2.442	  0.000	  0.233	 -0.000	 -0.028	  0.000	  0.000	  0.000	  0.000	  0.000	  0.021	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.362	 
-2.429	  0.000	  0.233	 -0.000	 -0.027	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.032	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.395	 
-2.416	  0.000	  0.233	 -0.000	 -0.026	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.042	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.430	 
-2.404	  0.000	  0.233	 -0.000	 -0.024	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.050	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.464	 
-2.391	  0.000	  0.233	 -0.000	 -0.022	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.058	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.510	 
-2.379	  0.000	  0.233	 -0.000	 -0.020	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.064	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.541	 
-2.367	  0.000	  0.233	 -0.000	 -0.018	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.069	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.574	 
-2.355	  0.000	  0.233	 -0.000	 -0.015	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.073	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.608	 
-2.343	  0.000	  0.233	 -0.000	 -0.013	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.076	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.642	 
-2.332	  0.000	  0.233	 -0.000	 -0.010	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.077	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.674	 
-2.320	  0.000	  0.233	 -0.000	 -0.007	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.077	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.707	 
-2.309	  0.000	  0.233	 -0.000	 -0.005	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.076	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.741	 
-2.297	  0.000	  0.233	 -0.000	 -0.002	  0.000	  0.000	  0.000	  0.000	  0.000	  0.074	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.777	 
-2.286	  0.000	  0.233	 -0.000	 -0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.071	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.808	 
-2.274	  0.000	  0.233	 -0.000	  0.002	  0.000	  0.000	  0.000	  0.000	  0.000	  0.066	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.841	 
-2.263	  0.000	  0.233	 -0.000	  0.004	  0.000	  0.000	  0.000	  0.000	  0.000	  0.062	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.875	 
-2.251	  0.000	  0.233	 -0.000	  0.006	  0.000	  0.000	  0.000	  0.000	  0.000	  0.056	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.914	 
-2.239	  0.000	  0.233	 -0.000	  0.008	  0.000	  0.000	  0.000	  0.000	  0.000	  0.050	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.948	 
-2.227	  0.000	  0.233	 -0.000	  0.009	  0.000	  0.000	  0.000	  0.000	  0.000	  0.043	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  3.981	 
-2.215	  0.000	  0.233	 -0.000	  0.010	  0.000	  0.000	  0.000	  0.000	  0.000	  0.036	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.014	 
-2.203	  0.000	  0.233	 -0.000	  0.011	  0.000	  0.000	  0.000	  0.000	  0.000	  0.029	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.048	 
-2.191	  0.000	  0.233	 -0.000	  0.012	  0.000	  0.000	  0.000	  0.000	  0.000	  0.022	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.081	 
-2.178	  0.000	  0.233	 -0.000	  0.012	  0.000	  0.000	  0.000	  0.000	  0.000	  0.015	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.115	 
-2.166	  0.000	  0.233	 -0.000	  0.013	  0.000	  0.000	  0.000	  0.000	  0.000	  0.008	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.148	 
-2.153	  0.000	  0.233	 -0.000	  0.013	  0.000	  0.000	  0.000	  0.000	  0.000	  0.001	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.181	 
-2.140	  0.000	  0.233	 -0.000	  0.013	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.006	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.214	 
-2.127	  0.000	  0.233	 -0.000	  0.012	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.012	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.248	 
-2.114	  0.000	  0.233	 -0.000	  0.012	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.017	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.281	 
-2.101	  0.000	  0.233	 -0.000	  0.011	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.022	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.315	 
-2.087	  0.000	  0.233	 -0.000	  0.010	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.026	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.350	 
-2.074	  0.000	  0.233	 -0.000	  0.009	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.030	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.401	 
-2.060	  0.000	  0.233	 -0.000	  0.008	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.033	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.443	 
-2.047	  0.000	  0.233	 -0.000	  0.007	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.035	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.477	 
-2.033	  0.000	  0.233	 -0.000	  0.006	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.037	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.514	 
-2.019	  0.000	  0.233	 -0.000	  0.004	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.038	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.547	 
-2.006	  0.000	  0.233	 -0.000	  0.003	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.038	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.581	 
-1.992	  0.000	  0.233	 -0.000	  0.002	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.038	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.614	 
-1.978	  0.000	  0.233	 -0.000	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.037	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.648	 
-1.964	  0.000	  0.233	 -0.000	 -0.001	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.035	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.681	 
-1.951	  0.000	  0.233	 -0.000	 -0.002	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.033	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.714	 
-1.937	  0.000	  0.233	 -0.000	 -0.003	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.031	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.747	 
-1.923	  0.000	  0.233	 -0.000	 -0.004	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.028	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.781	 
-1.910	  0.000	  0.233	 -0.000	 -0.005	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.025	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.815	 
-1.896	  0.000	  0.233	 -0.000	 -0.005	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.022	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.851	 
-1.883	  0.000	  0.233	 -0.000	 -0.006	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.018	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.885	 
-1.870	  0.000	  0.233	 -0.000	 -0.006	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.014	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.922	 
-1.856	  0.000	  0.233	 -0.000	 -0.007	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.011	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.955	 
-1.843	  0.000	  0.233	 -0.000	 -0.007	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.007	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  4.990	 
-1.830	  0.000	  0.233	 -0.000	 -0.007	  0.000	  0.000	  0.000	  0.000	  0.000	 -0.003	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.023	 
-1.817	  0.000	  0.233	 -0.000	 -0.007	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.057	 
-1.804	  0.000	  0.233	 -0.000	 -0.007	  0.000	  0.000	  0.000	  0.000	  0.000	  0.004	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.090	 
-1.791	  0.000	  0.233	 -0.000	 -0.007	  0.000	  0.000	  0.000	  0.000	  0.000	  0.007	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.123	 
-1.778	  0.000	  0.233	 -0.000	 -0.006	  0.000	  0.000	  0.000	  0.000	  0.000	  0.010	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.156	 
-1.766	  0.000	  0.233	 -0.000	 -0.006	  0.000	  0.000	  0.000	  0.000	  0.000	  0.012	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.190	 
-1.753	  0.000	  0.233	 -0.000	 -0.005	  0.000	  0.000	  0.000	  0.000	  0.000	  0.015	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.223	 
-1.740	  0.000	  0.233	 -0.000	 -0.005	  0.000	  0.000	  0.000	  0.000	  0.000	  0.017	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.257	 
-1.728	  0.000	  0.233	 -0.000	 -0.004	  0.000	  0.000	  0.000	  0.000	  0.000	  0.018	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.290	 
-1.715	  0.000	  0.233	 -0.000	 -0.004	  0.000	  0.000	  0.000	  0.000	  0.000	  0.020	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.323	 
-1.703	  0.000	  0.233	 -0.000	 -0.003	  0.000	  0.000	  0.000	  0.000	  0.000	  0.020	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.357	 
-1.690	  0.000	  0.233	 -0.000	 -0.002	  0.000	  0.000	  0.000	  0.000	  0.000	  0.021	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.390	 
-1.678	  0.000	  0.233	 -0.000	 -0.002	  0.000	  0.000	  0.000	  0.000	  0.000	  0.021	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.423	 
-1.665	  0.000	  0.233	 -0.000	 -0.001	  0.000	  0.000	  0.000	  0.000	  0.000	  0.021	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.457	 
-1.653	  0.000	  0.233	 -0.000	 -0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.020	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.490	 
-1.640	  0.000	  0.233	 -0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.020	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.524	 
-1.628	  0.000	  0.233	  0.000	  0.001	  0.000	  0.000	  0.000	  0.000	  0.000	  0.019	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.557	 
-1.615	  0.000	  0.233	  0.000	  0.002	  0.000	  0.000	  0.000	  0.000	  0.000	  0.017	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.590	 
-1.603	  0.000	  0.233	  0.000	  0.002	  0.000	  0.000	  0.000	  0.000	  0.000	  0.016	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.623	 
-1.590	  0.000	  0.233	  0.000	  0.003	  0.000	  0.000	  0.000	  0.000	  0.000	  0.014	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.657	 
-1.578	  0.000	  0.233	  0.000	  0.003	  0.000	  0.000	  0.000	  0.000	  0.000	  0.012	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.690	 
-1.565	  0.000	  0.233	  0.000	  0.003	  0.000	  0.000	  0.000	  0.000	  0.000	  0.010	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.726	 
-1.552	  0.000	  0.233	  0.000	  0.004	  0.000	  0.000	  0.000	  0.000	  0.000	  0.008	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.760	 
-1.539	  0.000	  0.233	  0.000	  0.004	  0.000	  0.000	  0.000	  0.000	  0.000	  0.006	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.793	 
-1.527	  0.000	  0.233	  0.000	  0.004	  0.000	  0.000	  0.000	  0.000	  0.000	  0.004	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.826	 
-1.514	  0.000	  0.233	  0.000	  0.004	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.002	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.860	 
-1.501	  0.000	  0.233	  0.000	  0.004	  0.000	  0.000	  0.000	  0.000	 -0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.893	 
-1.488	  0.000	  0.233	  0.000	  0.004	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.002	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.926	 
-1.475	  0.000	  0.233	  0.000	  0.004	  0.000	  0.000	  0.000	  0.000	 -0.000	 -0.004	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  0.000	  5.960	 
