X 	 Y 	 Z 	 Phi 	 Theta 	 Psi 	 Vx 	 Vy 	 Vz 	 dPhi 	 dTheta 	 dPsi 	Xd 	 Yd 	 Zd 	 Phid 	 Thetad 	 Psid 	  t
 0.224	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	  0.000	 -0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.301	 
 0.237	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	  0.000	 -0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.334	 
 0.250	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	  0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.367	 
 0.263	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	 -0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.401	 
 0.276	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	 -0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.434	 
 0.289	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	 -0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.468	 
 0.301	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	 -0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.501	 
 0.314	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.389	 -0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.534	 
 0.327	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.389	 -0.000	  0.000	 -0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.568	 
 0.340	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.389	 -0.000	  0.000	 -0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.601	 
 0.353	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.389	 -0.000	  0.000	 -0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.635	 
 0.366	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.389	 -0.000	  0.000	 -0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.668	 
 0.379	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	 -0.000	  0.000	 -0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.701	 
 0.392	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	 -0.000	 -0.000	 -0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.735	 
 0.405	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	 -0.000	 -0.000	 -0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.768	 
 0.418	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	 -0.000	 -0.000	  0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.801	 
 0.431	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	 -0.000	 -0.000	  0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.835	 
 0.444	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	  0.000	 -0.000	  0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.869	 
 0.457	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	  0.000	 -0.000	  0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	 10.901	 
 0.470	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	  0.000	 -0.000	  0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	 10.936	 
 0.483	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	  0.000	 -0.000	 -0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	 10.969	 
 0.496	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	  0.000	 -0.000	  0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	 11.004	 
 0.509	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	  0.000	 -0.000	  0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	 11.037	 
 0.522	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	  0.000	 -0.000	 -0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	 11.071	 
 0.535	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	  0.000	 -0.000	  0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	 11.104	 
 0.547	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	  0.000	 -0.000	  0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	 11.140	 
 0.560	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	  0.000	 -0.000	  0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	 11.173	 
 0.573	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	  0.000	 -0.000	  0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	 11.209	 
 0.586	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	 11.242	 
 0.599	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	 11.276	 
 0.612	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	  0.000	  0.000	 -0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	 11.309	 
 0.625	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	  0.000	  0.000	 -0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	 11.342	 
 0.638	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	 11.375	 
 0.651	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	 11.409	 
 0.664	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	  0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	 11.442	 
 0.677	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	  0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	 11.475	 
 0.690	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	  0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	 11.509	 
 0.703	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	 11.544	 
 0.716	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	  0.000	 -0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	 11.578	 
 0.729	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	  0.000	 -0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 11.611	 
 0.742	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	  0.000	 -0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 11.644	 
 0.755	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	  0.000	 -0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 11.680	 
 0.768	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	  0.000	 -0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 11.712	 
 0.780	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	  0.000	 -0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 11.752	 
 0.793	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	  0.000	 -0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 11.786	 
 0.806	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	  0.000	 -0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 11.820	 
 0.819	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	  0.000	 -0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 11.852	 
 0.832	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	  0.000	 -0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 11.887	 
 0.845	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	 -0.000	 -0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 11.921	 
 0.858	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	 -0.000	 -0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 11.954	 
 0.871	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	 -0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 11.987	 
 0.884	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	 -0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.023	 
 0.897	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	 -0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.056	 
 0.910	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	 -0.000	  0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.090	 
 0.923	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	 -0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.123	 
 0.936	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	 -0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.156	 
 0.949	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	 -0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.189	 
 0.962	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	 -0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.223	 
 0.975	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	 -0.000	  0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.256	 
 0.988	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	 -0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.290	 
 1.001	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	 -0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.323	 
 1.013	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	 -0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.356	 
 1.026	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	 -0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.390	 
 1.039	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	 -0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.423	 
 1.052	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	 -0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.456	 
 1.065	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	 -0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.490	 
 1.078	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.523	 
 1.091	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.557	 
 1.104	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.590	 
 1.117	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.624	 
 1.130	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.657	 
 1.143	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.690	 
 1.156	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.723	 
 1.169	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.756	 
 1.182	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 12.790	 
 1.195	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 15.517	 
 1.208	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 15.558	 
 1.220	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 15.590	 
 1.233	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 15.625	 
 1.246	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 15.658	 
 1.259	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 15.947	 
 1.272	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 16.010	 
 1.285	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 16.041	 
 1.298	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 16.074	 
 1.311	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 16.108	 
 1.324	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 16.141	 
 1.337	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 16.175	 
 1.350	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 16.208	 
 1.363	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 16.241	 
 1.376	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 16.275	 
 1.388	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 16.637	 
 1.401	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 16.670	 
 1.414	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.387	  0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 16.704	 
 1.427	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.387	  0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 16.744	 
 1.440	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.387	  0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 16.777	 
 1.453	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.387	  0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 16.811	 
 1.466	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.387	  0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 16.844	 
 1.479	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.387	  0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 16.878	 
 1.492	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.387	  0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 16.911	 
 1.505	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.387	  0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 16.944	 
 1.518	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.387	  0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 16.978	 
 1.530	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.387	  0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 17.011	 
 1.543	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.387	  0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 17.044	 
 1.556	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.387	  0.000	  0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 17.078	 
 1.569	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.387	  0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 17.111	 
 1.582	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.387	  0.000	  0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 17.145	 
 1.595	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.386	  0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 17.178	 
 1.608	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.386	  0.000	  0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 17.211	 
 1.621	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.386	  0.000	  0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 17.244	 
 1.634	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.386	  0.000	  0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 17.278	 
 1.646	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.386	  0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 17.311	 
 1.659	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.386	  0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 17.345	 
 1.672	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.386	  0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 17.378	 
 1.685	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.386	  0.000	  0.000	 -0.000	 -0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 17.411	 
 1.698	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.385	  0.000	  0.000	 -0.000	 -0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 17.444	 
 1.711	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.385	  0.000	  0.000	  0.000	 -0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	 17.478	 
 1.724	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.385	  0.000	  0.000	  0.000	 -0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	 17.511	 
 1.736	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.385	  0.000	  0.000	  0.000	 -0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	 17.544	 
 1.749	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.385	  0.000	  0.000	  0.000	 -0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	 17.578	 
 1.762	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.385	  0.000	  0.000	  0.000	 -0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	 17.611	 
 1.775	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.384	  0.000	  0.000	  0.000	 -0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	 17.644	 
 1.788	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.384	  0.000	  0.000	  0.000	 -0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	 17.678	 
 1.800	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.384	  0.000	  0.000	  0.000	 -0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	 17.711	 
 1.813	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.384	  0.000	  0.000	  0.000	 -0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	 17.745	 
 1.826	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.383	  0.000	  0.000	  0.000	 -0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	 17.778	 
 1.839	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.383	  0.000	  0.000	  0.000	 -0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	 17.811	 
 1.852	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.383	 -0.000	  0.000	  0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	 17.845	 
 1.864	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.383	 -0.000	  0.000	 -0.000	 -0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	 17.880	 
 1.877	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.382	 -0.000	  0.000	 -0.000	 -0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	 17.911	 
 1.890	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.382	 -0.000	  0.000	 -0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	 17.945	 
 1.902	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.382	 -0.000	  0.000	  0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	 17.978	 
 1.915	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.381	 -0.000	  0.000	 -0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	 18.011	 
 1.928	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.381	 -0.000	  0.000	 -0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	 18.045	 
 1.941	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.381	 -0.000	  0.000	 -0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	 18.078	 
 1.953	  0.000	  1.233	 -0.000	 -0.001	 -0.000	  0.380	 -0.000	  0.000	 -0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	 18.112	 
