X 	 Y 	 Z 	 Phi 	 Theta 	 Psi 	 Vx 	 Vy 	 Vz 	 dPhi 	 dTheta 	 dPsi 	Xd 	 Yd 	 Zd 	 Phid 	 Thetad 	 Psid 	  t
-1.536	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.389	 -0.000	 -0.000	  0.000	  0.003	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  5.760	 
-1.523	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	 -0.000	 -0.000	 -0.000	  0.004	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  5.793	 
-1.510	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.387	 -0.000	 -0.000	  0.000	  0.004	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  5.826	 
-1.497	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.387	 -0.000	 -0.000	 -0.000	  0.004	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  5.860	 
-1.484	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.386	 -0.000	 -0.000	  0.000	  0.004	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  5.893	 
-1.471	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.385	 -0.000	 -0.000	 -0.000	  0.004	  0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  5.926	 
-1.458	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.385	 -0.000	 -0.000	 -0.000	  0.003	  0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  5.960	 
-1.445	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.385	 -0.000	 -0.000	 -0.000	  0.003	  0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  5.993	 
-1.433	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.384	 -0.000	 -0.000	 -0.000	  0.003	  0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  6.026	 
-1.420	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.384	 -0.000	 -0.000	 -0.000	  0.003	  0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  6.060	 
-1.407	  0.000	  1.233	  0.000	  0.001	 -0.000	  0.384	 -0.000	  0.000	 -0.000	  0.002	  0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  6.093	 
-1.394	  0.000	  1.233	 -0.000	  0.001	 -0.000	  0.384	 -0.000	  0.000	 -0.000	  0.002	  0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  6.127	 
-1.381	  0.000	  1.233	 -0.000	  0.001	 -0.000	  0.384	 -0.000	  0.000	 -0.000	  0.002	  0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  6.160	 
-1.369	  0.000	  1.233	 -0.000	  0.001	 -0.000	  0.384	 -0.000	  0.000	 -0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  6.193	 
-1.356	  0.000	  1.233	 -0.000	  0.001	 -0.000	  0.384	 -0.000	  0.000	  0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  6.227	 
-1.343	  0.000	  1.233	 -0.000	  0.001	 -0.000	  0.384	 -0.000	  0.000	  0.000	  0.001	  0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  6.260	 
-1.330	  0.000	  1.233	 -0.000	  0.001	 -0.000	  0.385	 -0.000	  0.000	  0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  6.294	 
-1.317	  0.000	  1.233	 -0.000	  0.001	 -0.000	  0.385	 -0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  6.327	 
-1.305	  0.000	  1.233	 -0.000	  0.001	 -0.000	  0.385	 -0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  6.360	 
-1.292	  0.000	  1.233	 -0.000	  0.001	 -0.000	  0.386	 -0.000	  0.000	 -0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  6.393	 
-1.279	  0.000	  1.233	 -0.000	  0.001	 -0.000	  0.386	 -0.000	  0.000	 -0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  6.426	 
-1.266	  0.000	  1.233	 -0.000	  0.001	 -0.000	  0.387	 -0.000	  0.000	  0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  6.460	 
-1.253	  0.000	  1.233	 -0.000	  0.001	 -0.000	  0.387	 -0.000	  0.000	  0.000	 -0.002	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  6.494	 
-1.240	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.387	 -0.000	 -0.000	  0.000	 -0.002	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  6.527	 
-1.227	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	 -0.000	 -0.000	 -0.000	 -0.002	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  6.560	 
-1.214	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	 -0.000	 -0.000	 -0.000	 -0.002	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  6.593	 
-1.201	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.389	 -0.000	 -0.000	  0.000	 -0.002	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  6.629	 
-1.188	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.389	 -0.000	 -0.000	  0.000	 -0.002	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  6.660	 
-1.175	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.389	 -0.000	 -0.000	  0.000	 -0.002	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  6.693	 
-1.162	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.390	 -0.000	 -0.000	  0.000	 -0.002	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  6.727	 
-1.149	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.390	 -0.000	 -0.000	  0.000	 -0.002	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  6.760	 
-1.136	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.390	 -0.000	 -0.000	  0.000	 -0.002	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  6.793	 
-1.123	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.390	 -0.000	 -0.000	 -0.000	 -0.002	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  6.827	 
-1.110	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.391	 -0.000	 -0.000	 -0.000	 -0.002	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  6.860	 
-1.097	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.391	 -0.000	 -0.000	 -0.000	 -0.002	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  6.893	 
-1.084	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.391	 -0.000	 -0.000	 -0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  6.927	 
-1.071	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.391	 -0.000	  0.000	 -0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  6.960	 
-1.058	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.391	 -0.000	  0.000	 -0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  6.993	 
-1.045	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.391	 -0.000	  0.000	  0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  7.027	 
-1.032	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.391	 -0.000	  0.000	  0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  7.061	 
-1.019	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.391	 -0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  7.093	 
-1.006	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.391	 -0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  7.127	 
-0.993	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.390	 -0.000	  0.000	  0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  7.160	 
-0.980	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.390	 -0.000	  0.000	 -0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  7.193	 
-0.967	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.390	 -0.000	  0.000	 -0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  7.227	 
-0.954	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.390	 -0.000	  0.000	 -0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  7.261	 
-0.941	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.390	 -0.000	  0.000	 -0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  7.293	 
-0.928	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.389	 -0.000	  0.000	 -0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  7.327	 
-0.915	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.389	 -0.000	 -0.000	 -0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  7.361	 
-0.902	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.389	 -0.000	 -0.000	  0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  7.394	 
-0.889	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.389	 -0.000	 -0.000	  0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  7.427	 
-0.876	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	 -0.000	 -0.000	  0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  7.461	 
-0.863	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	 -0.000	 -0.000	  0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  7.494	 
-0.850	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	 -0.000	 -0.000	 -0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  7.530	 
-0.837	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	 -0.000	 -0.000	 -0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  7.564	 
-0.825	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	 -0.000	 -0.000	 -0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  7.597	 
-0.812	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.387	 -0.000	 -0.000	  0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  7.632	 
-0.799	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.387	  0.000	 -0.000	  0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  7.664	 
-0.786	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.387	  0.000	 -0.000	  0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  7.697	 
-0.773	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.387	  0.000	 -0.000	  0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  7.731	 
-0.760	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.387	  0.000	 -0.000	  0.000	  0.001	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  7.763	 
-0.747	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.387	  0.000	 -0.000	 -0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  7.797	 
-0.734	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.387	  0.000	  0.000	 -0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  7.830	 
-0.721	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.387	  0.000	  0.000	 -0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  7.864	 
-0.708	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.387	  0.000	  0.000	 -0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  7.897	 
-0.695	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.387	  0.000	  0.000	 -0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  7.931	 
-0.683	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.387	  0.000	  0.000	 -0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  7.963	 
-0.670	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.387	  0.000	  0.000	  0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  7.997	 
-0.657	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.387	  0.000	  0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  8.030	 
-0.644	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  8.064	 
-0.631	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  8.097	 
-0.618	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	  0.000	  0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  8.131	 
-0.605	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	  0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  8.163	 
-0.592	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	  0.000	 -0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  8.197	 
-0.579	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	  0.000	 -0.000	 -0.000	 -0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  8.230	 
-0.566	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	  0.000	 -0.000	  0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  8.264	 
-0.553	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	  0.000	 -0.000	  0.000	 -0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  8.297	 
-0.540	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.389	  0.000	 -0.000	  0.000	 -0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  8.330	 
-0.527	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.389	  0.000	 -0.000	  0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  8.363	 
-0.514	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.389	  0.000	 -0.000	  0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  8.397	 
-0.501	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.389	  0.000	 -0.000	  0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  8.430	 
-0.489	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	  0.000	 -0.000	 -0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  8.464	 
-0.476	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	  0.000	 -0.000	  0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  8.497	 
-0.463	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	  0.000	 -0.000	 -0.000	 -0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  8.531	 
-0.450	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	  0.000	 -0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  8.564	 
-0.437	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	  0.000	 -0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  8.597	 
-0.424	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	  0.000	 -0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  8.633	 
-0.411	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	  0.000	 -0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  8.664	 
-0.398	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	  0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  8.697	 
-0.385	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	  0.000	  0.000	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  8.731	 
-0.372	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	  0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  8.764	 
-0.359	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	  0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  8.797	 
-0.346	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	  0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  8.830	 
-0.333	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	 -0.000	  0.000	 -0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  8.864	 
-0.320	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	 -0.000	  0.000	 -0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  8.897	 
-0.307	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	 -0.000	  0.000	 -0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  8.931	 
-0.294	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	 -0.000	  0.000	 -0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  8.964	 
-0.281	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	 -0.000	  0.000	  0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  8.997	 
-0.268	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	 -0.000	 -0.000	  0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  9.031	 
-0.255	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	 -0.000	 -0.000	  0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  9.064	 
-0.242	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	 -0.000	 -0.000	  0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  9.097	 
-0.229	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	 -0.000	 -0.000	 -0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  9.131	 
-0.216	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	 -0.000	 -0.000	 -0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  9.164	 
-0.203	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	 -0.000	 -0.000	 -0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.197	 
-0.190	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	 -0.000	 -0.000	 -0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.231	 
-0.177	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	 -0.000	 -0.000	 -0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.264	 
-0.165	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.388	 -0.000	 -0.000	  0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.297	 
-0.152	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	 -0.000	 -0.000	  0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.331	 
-0.139	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	 -0.000	 -0.000	  0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.364	 
-0.126	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	 -0.000	 -0.000	 -0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.398	 
-0.113	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	 -0.000	 -0.000	  0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.431	 
-0.100	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	 -0.000	 -0.000	  0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.464	 
-0.087	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	 -0.000	 -0.000	  0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.497	 
-0.074	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	 -0.000	  0.000	  0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.531	 
-0.061	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	 -0.000	  0.000	  0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.564	 
-0.048	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	 -0.000	  0.000	 -0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.598	 
-0.035	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	 -0.000	  0.000	 -0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.633	 
-0.022	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.388	 -0.000	  0.000	 -0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.667	 
-0.009	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	 -0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.700	 
 0.004	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	 -0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.734	 
 0.017	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	 -0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.767	 
 0.030	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	 -0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.801	 
 0.042	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	 -0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.834	 
 0.055	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	 -0.000	 -0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.867	 
 0.068	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	 -0.000	 -0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.901	 
 0.081	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	 -0.000	 -0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.934	 
 0.094	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	  0.000	 -0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  9.967	 
 0.107	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	  0.000	 -0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	 10.001	 
 0.120	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	  0.000	 -0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.034	 
 0.133	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.388	  0.000	 -0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.067	 
 0.146	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.389	  0.000	 -0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.101	 
 0.159	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.389	  0.000	 -0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.134	 
 0.172	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.389	  0.000	 -0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.167	 
 0.185	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.389	  0.000	 -0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.201	 
 0.198	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.389	  0.000	 -0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.234	 
 0.211	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.389	  0.000	 -0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	 10.267	 
