X 	 Y 	 Z 	 Phi 	 Theta 	 Psi 	 Vx 	 Vy 	 Vz 	 dPhi 	 dTheta 	 dPsi 	Xd 	 Yd 	 Zd 	 Phid 	 Thetad 	 Psid 	  t
-2.669	  0.000	  1.232	 -0.000	  0.011	 -0.000	  0.359	 -0.000	  0.003	 -0.000	 -0.022	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.008	  0.000	  2.071	 
-2.657	  0.000	  1.232	 -0.000	  0.010	 -0.000	  0.364	 -0.000	  0.003	 -0.000	 -0.024	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.007	  0.000	  2.106	 
-2.645	  0.000	  1.232	 -0.000	  0.010	 -0.000	  0.370	 -0.000	  0.003	 -0.000	 -0.025	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.006	  0.000	  2.138	 
-2.632	  0.000	  1.232	 -0.000	  0.009	 -0.000	  0.375	 -0.000	  0.002	 -0.000	 -0.026	  0.000	  3.000	  0.000	  1.200	  0.000	  0.005	  0.000	  2.172	 
-2.620	  0.000	  1.232	 -0.000	  0.008	 -0.000	  0.380	  0.000	  0.002	 -0.000	 -0.028	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.003	  0.000	  2.205	 
-2.607	  0.000	  1.232	 -0.000	  0.007	 -0.000	  0.385	  0.000	  0.002	  0.000	 -0.028	  0.000	  3.000	  0.000	  1.200	  0.000	  0.002	  0.000	  2.238	 
-2.594	  0.000	  1.232	 -0.000	  0.006	 -0.000	  0.390	  0.000	  0.002	  0.000	 -0.029	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  2.271	 
-2.581	  0.000	  1.232	 -0.000	  0.005	 -0.000	  0.395	  0.000	  0.002	  0.000	 -0.029	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  2.305	 
-2.567	  0.000	  1.232	 -0.000	  0.004	 -0.000	  0.400	  0.000	  0.001	  0.000	 -0.030	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.002	  0.000	  2.338	 
-2.554	  0.000	  1.232	 -0.000	  0.003	 -0.000	  0.405	  0.000	  0.001	  0.000	 -0.029	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.003	  0.000	  2.371	 
-2.540	  0.000	  1.232	 -0.000	  0.002	 -0.000	  0.409	  0.000	  0.001	  0.000	 -0.029	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.004	  0.000	  2.405	 
-2.527	  0.000	  1.232	  0.000	  0.001	 -0.000	  0.413	  0.000	  0.001	  0.000	 -0.028	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.005	  0.000	  2.438	 
-2.513	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.417	  0.000	  0.001	  0.000	 -0.027	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.006	  0.000	  2.471	 
-2.499	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.420	  0.000	  0.001	  0.000	 -0.026	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.007	  0.000	  2.504	 
-2.485	  0.000	  1.233	  0.000	 -0.002	 -0.000	  0.423	  0.000	  0.001	  0.000	 -0.025	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.007	  0.000	  2.538	 
-2.470	  0.000	  1.233	  0.000	 -0.002	 -0.000	  0.425	  0.000	  0.001	  0.000	 -0.023	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.008	  0.000	  2.571	 
-2.456	  0.000	  1.233	  0.000	 -0.003	 -0.000	  0.427	  0.000	  0.001	  0.000	 -0.022	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.008	  0.000	  2.605	 
-2.442	  0.000	  1.233	  0.000	 -0.004	 -0.000	  0.428	  0.000	  0.001	  0.000	 -0.020	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.009	  0.000	  2.638	 
-2.428	  0.000	  1.233	  0.000	 -0.004	 -0.000	  0.429	  0.000	  0.001	  0.000	 -0.018	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.009	  0.000	  2.671	 
-2.413	  0.000	  1.233	  0.000	 -0.005	 -0.000	  0.430	  0.000	  0.001	  0.000	 -0.015	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.009	  0.000	  2.705	 
-2.399	  0.000	  1.233	  0.000	 -0.005	 -0.000	  0.430	  0.000	  0.000	 -0.000	 -0.013	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.010	  0.000	  2.738	 
-2.385	  0.000	  1.233	  0.000	 -0.006	 -0.000	  0.430	  0.000	  0.000	 -0.000	 -0.011	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.010	  0.000	  2.771	 
-2.370	  0.000	  1.233	  0.000	 -0.006	 -0.000	  0.429	  0.000	  0.000	 -0.000	 -0.009	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.010	  0.000	  2.805	 
-2.356	  0.000	  1.233	  0.000	 -0.006	 -0.000	  0.427	 -0.000	  0.000	 -0.000	 -0.006	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.009	  0.000	  2.838	 
-2.342	  0.000	  1.233	  0.000	 -0.006	 -0.000	  0.426	 -0.000	  0.000	 -0.000	 -0.004	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.009	  0.000	  2.871	 
-2.328	  0.000	  1.233	  0.000	 -0.006	 -0.000	  0.424	 -0.000	  0.000	 -0.000	 -0.002	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.009	  0.000	  2.905	 
-2.314	  0.000	  1.233	 -0.000	 -0.006	 -0.000	  0.422	 -0.000	  0.000	 -0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.008	  0.000	  2.938	 
-2.300	  0.000	  1.233	 -0.000	 -0.006	 -0.000	  0.419	 -0.000	  0.000	 -0.000	  0.003	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.008	  0.000	  2.971	 
-2.286	  0.000	  1.233	 -0.000	 -0.006	 -0.000	  0.416	 -0.000	  0.000	 -0.000	  0.005	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.007	  0.000	  3.005	 
-2.272	  0.000	  1.233	 -0.000	 -0.006	 -0.000	  0.413	 -0.000	  0.000	  0.000	  0.007	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.007	  0.000	  3.038	 
-2.258	  0.000	  1.233	 -0.000	 -0.006	 -0.000	  0.410	 -0.000	  0.000	  0.000	  0.008	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.006	  0.000	  3.072	 
-2.245	  0.000	  1.233	 -0.000	 -0.005	 -0.000	  0.407	 -0.000	  0.000	  0.000	  0.010	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.005	  0.000	  3.105	 
-2.231	  0.000	  1.233	 -0.000	 -0.005	 -0.000	  0.404	 -0.000	  0.000	 -0.000	  0.011	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.004	  0.000	  3.138	 
-2.218	  0.000	  1.233	 -0.000	 -0.004	 -0.000	  0.401	 -0.000	  0.000	  0.000	  0.013	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.004	  0.000	  3.171	 
-2.205	  0.000	  1.233	 -0.000	 -0.004	 -0.000	  0.397	  0.000	  0.000	  0.000	  0.014	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.003	  0.000	  3.205	 
-2.192	  0.000	  1.233	 -0.000	 -0.004	 -0.000	  0.394	  0.000	  0.000	 -0.000	  0.014	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.002	  0.000	  3.238	 
-2.179	  0.000	  1.233	 -0.000	 -0.003	 -0.000	  0.391	  0.000	  0.000	 -0.000	  0.015	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  3.272	 
-2.166	  0.000	  1.233	 -0.000	 -0.003	 -0.000	  0.388	  0.000	  0.000	 -0.000	  0.015	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  3.306	 
-2.153	  0.000	  1.233	 -0.000	 -0.002	 -0.000	  0.385	  0.000	  0.000	 -0.000	  0.015	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  3.338	 
-2.140	  0.000	  1.233	 -0.000	 -0.002	 -0.000	  0.383	  0.000	  0.000	 -0.000	  0.015	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  3.372	 
-2.127	  0.000	  1.233	 -0.000	 -0.001	 -0.000	  0.381	  0.000	  0.000	  0.000	  0.015	  0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  3.405	 
-2.115	  0.000	  1.233	 -0.000	 -0.001	 -0.000	  0.379	  0.000	  0.000	  0.000	  0.015	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.002	  0.000	  3.438	 
-2.102	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.377	  0.000	  0.000	  0.000	  0.014	  0.000	  3.000	  0.000	  1.200	  0.000	  0.002	  0.000	  3.472	 
-2.090	  0.000	  1.233	 -0.000	  0.000	 -0.000	  0.376	  0.000	  0.000	  0.000	  0.013	  0.000	  3.000	  0.000	  1.200	  0.000	  0.003	  0.000	  3.505	 
-2.077	  0.000	  1.233	 -0.000	  0.001	 -0.000	  0.374	  0.000	  0.000	  0.000	  0.012	  0.000	  3.000	  0.000	  1.200	  0.000	  0.003	  0.000	  3.538	 
-2.065	  0.000	  1.233	 -0.000	  0.001	 -0.000	  0.374	  0.000	  0.000	  0.000	  0.011	  0.000	  3.000	  0.000	  1.200	  0.000	  0.003	  0.000	  3.572	 
-2.052	  0.000	  1.233	 -0.000	  0.001	 -0.000	  0.373	  0.000	  0.000	  0.000	  0.010	  0.000	  3.000	  0.000	  1.200	  0.000	  0.004	  0.000	  3.605	 
-2.040	  0.000	  1.233	 -0.000	  0.002	 -0.000	  0.373	  0.000	  0.000	 -0.000	  0.008	  0.000	  3.000	  0.000	  1.200	  0.000	  0.004	  0.000	  3.638	 
-2.027	  0.000	  1.233	 -0.000	  0.002	 -0.000	  0.373	  0.000	  0.000	 -0.000	  0.007	  0.000	  3.000	  0.000	  1.200	  0.000	  0.004	  0.000	  3.672	 
-2.015	  0.000	  1.233	 -0.000	  0.002	 -0.000	  0.373	  0.000	  0.000	  0.000	  0.005	  0.000	  3.000	  0.000	  1.200	  0.000	  0.004	  0.000	  3.705	 
-2.003	  0.000	  1.233	 -0.000	  0.002	 -0.000	  0.374	  0.000	  0.000	 -0.000	  0.004	  0.000	  3.000	  0.000	  1.200	  0.000	  0.004	  0.000	  3.738	 
-1.990	  0.000	  1.233	 -0.000	  0.002	 -0.000	  0.374	  0.000	  0.000	  0.000	  0.003	  0.000	  3.000	  0.000	  1.200	  0.000	  0.004	  0.000	  3.772	 
-1.978	  0.000	  1.233	  0.000	  0.002	 -0.000	  0.375	  0.000	  0.000	  0.000	  0.001	  0.000	  3.000	  0.000	  1.200	  0.000	  0.003	  0.000	  3.805	 
-1.965	  0.000	  1.233	  0.000	  0.002	 -0.000	  0.376	  0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	  0.003	  0.000	  3.838	 
-1.952	  0.000	  1.233	  0.000	  0.002	 -0.000	  0.377	  0.000	  0.000	  0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	  0.003	  0.000	  3.872	 
-1.940	  0.000	  1.233	  0.000	  0.002	 -0.000	  0.379	  0.000	  0.000	 -0.000	 -0.002	  0.000	  3.000	  0.000	  1.200	  0.000	  0.003	  0.000	  3.905	 
-1.927	  0.000	  1.233	  0.000	  0.002	 -0.000	  0.380	  0.000	  0.000	 -0.000	 -0.003	  0.000	  3.000	  0.000	  1.200	  0.000	  0.002	  0.000	  3.938	 
-1.914	  0.000	  1.233	  0.000	  0.002	 -0.000	  0.381	  0.000	  0.000	  0.000	 -0.004	  0.000	  3.000	  0.000	  1.200	  0.000	  0.002	  0.000	  3.971	 
-1.902	  0.000	  1.233	  0.000	  0.002	 -0.000	  0.383	  0.000	  0.000	 -0.000	 -0.005	  0.000	  3.000	  0.000	  1.200	  0.000	  0.002	  0.000	  4.005	 
-1.889	  0.000	  1.233	  0.000	  0.002	 -0.000	  0.384	  0.000	  0.000	  0.000	 -0.006	  0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  4.038	 
-1.876	  0.000	  1.233	  0.000	  0.001	 -0.000	  0.386	  0.000	  0.000	  0.000	 -0.006	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  4.072	 
-1.863	  0.000	  1.233	  0.000	  0.001	 -0.000	  0.387	  0.000	  0.000	  0.000	 -0.007	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  4.105	 
-1.850	  0.000	  1.233	  0.000	  0.001	 -0.000	  0.389	  0.000	  0.000	 -0.000	 -0.007	  0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  4.138	 
-1.837	  0.000	  1.233	  0.000	  0.001	 -0.000	  0.390	  0.000	  0.000	  0.000	 -0.007	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  4.172	 
-1.824	  0.000	  1.233	  0.000	  0.001	 -0.000	  0.391	  0.000	 -0.000	  0.000	 -0.007	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  4.205	 
-1.811	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.392	  0.000	 -0.000	 -0.000	 -0.007	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  4.238	 
-1.798	  0.000	  1.233	  0.000	  0.000	 -0.000	  0.393	 -0.000	 -0.000	 -0.000	 -0.007	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  4.272	 
-1.785	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.394	 -0.000	 -0.000	 -0.000	 -0.006	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  4.305	 
-1.772	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.395	 -0.000	  0.000	 -0.000	 -0.006	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  4.339	 
-1.759	  0.000	  1.233	  0.000	 -0.000	 -0.000	  0.395	 -0.000	  0.000	  0.000	 -0.005	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  4.372	 
-1.745	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.396	 -0.000	  0.000	 -0.000	 -0.005	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.002	  0.000	  4.405	 
-1.732	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.396	 -0.000	  0.000	  0.000	 -0.004	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.002	  0.000	  4.439	 
-1.719	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.396	 -0.000	  0.000	  0.000	 -0.004	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.002	  0.000	  4.472	 
-1.706	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.396	 -0.000	  0.000	  0.000	 -0.003	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.002	  0.000	  4.505	 
-1.693	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.396	 -0.000	  0.000	 -0.000	 -0.002	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.002	  0.000	  4.539	 
-1.679	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.396	 -0.000	  0.000	 -0.000	 -0.002	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.002	  0.000	  4.572	 
-1.666	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.395	 -0.000	  0.000	 -0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.002	  0.000	  4.605	 
-1.653	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.395	 -0.000	  0.000	 -0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.002	  0.000	  4.638	 
-1.640	  0.000	  1.233	  0.000	 -0.001	 -0.000	  0.394	 -0.000	  0.000	 -0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.002	  0.000	  4.672	 
-1.627	  0.000	  1.233	 -0.000	 -0.001	 -0.000	  0.394	 -0.000	  0.000	 -0.000	  0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  4.705	 
-1.614	  0.000	  1.233	 -0.000	 -0.001	 -0.000	  0.393	 -0.000	  0.000	 -0.000	  0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  4.739	 
-1.601	  0.000	  1.233	 -0.000	 -0.001	 -0.000	  0.392	 -0.000	  0.000	 -0.000	  0.002	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  4.772	 
-1.588	  0.000	  1.233	 -0.000	 -0.001	 -0.000	  0.392	 -0.000	  0.000	 -0.000	  0.002	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  4.805	 
-1.574	  0.000	  1.233	 -0.000	 -0.001	 -0.000	  0.391	 -0.000	  0.000	 -0.000	  0.003	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  4.838	 
-1.561	  0.000	  1.233	 -0.000	 -0.001	 -0.000	  0.390	 -0.000	  0.000	  0.000	  0.003	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  4.872	 
-1.549	  0.000	  1.233	 -0.000	 -0.001	 -0.000	  0.389	 -0.000	 -0.000	  0.000	  0.003	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  4.905	 
-1.536	  0.000	  1.233	 -0.000	 -0.001	 -0.000	  0.389	 -0.000	 -0.000	 -0.000	  0.003	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  4.939	 
-1.523	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.388	  0.000	 -0.000	 -0.000	  0.004	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  4.972	 
-1.510	  0.000	  1.233	 -0.000	 -0.000	 -0.000	  0.387	  0.000	 -0.000	  0.000	  0.004	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  5.005	 
