0.010334,0.012391,0.016493,0.033914,0.04952,0.091794,0.13108,0.15566,0.19529,0.21029,0.2165,0.22286,0.2319,0.26387,0.29332,0.32812,0.36409,0.39166,0.4058,0.41138,0.41479,0.4246,0.44376,0.47068,0.5022,0.53599,0.56804,0.59618,0.61402,0.62216,0.62728,0.63833,0.64851,0.67694,0.71282,0.74884,0.78862,0.80086,0.80807,0.81205,0.81968,0.84412,0.86143,0.8971,0.93577,0.96698,0.98701,0.9882,0.98665,0.99432,1.0143,1.0569,1.0843,1.1366,1.1713,1.1791,1.1631,1.1526,1.1556,1.1717,1.2167,1.2902,1.3324,1.3535,1.3532,1.3396,1.336,1.3427,1.3716,1.4032,1.4395,1.4722,1.4992,1.5175,1.5276,1.5316,1.5364,1.5464,1.5657,1.5931,1.629,1.6633,1.6961,1.7198,1.7337,1.7361,1.7347,1.7393,1.7583,1.7927,1.835,1.8917,1.9108,1.9199,1.9134,1.903,1.9037,1.9169,1.9548,2.006
0.011264,0.012177,0.011605,0.0079461,0.0059058,0.002988,0.0047962,0.0058735,0.0037397,-0.0036265,-0.014798,-0.022275,-0.022222,-0.012273,-0.001735,0.0118,0.016051,0.011117,-0.0063826,-0.023046,-0.035855,-0.034227,-0.021128,-0.0063109,0.0031572,0.0017961,-0.0067628,-0.019548,-0.031439,-0.033088,-0.024658,-0.0072131,-0.00011865,0.0054195,0.0062248,0.0028533,-0.0076046,-0.012023,-0.016757,-0.017224,-0.014839,-0.012836,-0.011216,-0.0080123,-0.0069753,-0.0079674,-0.010558,-0.011289,-0.011398,-0.0095886,-0.0052436,0.0035038,0.0075376,0.017646,0.019767,0.0072335,-0.011674,-0.019835,-0.01852,-0.010184,0.015138,0.056854,0.070901,0.061698,0.043339,-0.00040657,-0.017712,-0.013181,0.019774,0.048115,0.064632,0.058491,0.032441,-0.0001815,-0.025154,-0.031066,-0.01699,0.013076,0.042635,0.057041,0.053149,0.04092,0.020745,-0.0015975,-0.016273,-0.012438,0.0082626,0.018834,0.033671,0.037534,0.031972,0.009098,-0.0022482,-0.013314,-0.01368,-0.006711,0.0064478,0.012499,0.020075,0.022883
0.95532,0.98283,0.99976,1.0071,1.006,1.0061,1.0059,1.0058,1.0097,1.0095,1.0125,1.0179,1.0236,1.0162,1.0125,1.0143,1.0113,1.0045,1.0018,1.0033,1.0067,1.004,0.99986,1.0012,1.0043,0.99775,0.99352,0.99082,0.98997,0.99253,0.99353,0.99452,0.99734,1.0004,1.0004,1.0012,1.0002,0.9969,0.99615,0.99035,0.98618,0.98884,0.99153,0.99472,0.99301,0.99332,0.98867,0.98772,0.99003,0.99422,0.99274,0.99373,0.9968,1.0027,1.0023,1.0046,1.0051,1.0071,1.0035,1.0017,0.99773,0.99935,1.0056,1.0061,1.0059,1.0086,1.0083,1.0036,1,1.0012,1.002,1.0047,1.0071,1.006,1.0069,1.0048,1.0026,1.0009,1.0045,1.0135,1.0133,1.0156,1.0175,1.0118,1.0065,1.0048,1.0019,1.0033,1.006,1.0053,1.0012,1.0019,1.0031,1.0061,1.0128,1.0175,1.0225,1.0237,1.0175,1.0144
-0.0035966,-0.0022995,-0.0022925,-0.0014489,0.0025829,0.0088995,0.007887,0.00054736,-0.012716,-0.016538,-0.0078122,0.0084005,0.027691,0.023462,0.01558,-0.0021402,-0.020322,-0.034724,-0.028535,-0.0077139,0.027301,0.043807,0.043931,0.018597,-0.0085235,-0.023314,-0.023825,-0.0077631,0.0096435,0.026378,0.034232,0.022419,0.0049659,-0.0096136,-0.013535,-0.010428,-0.0066459,-0.0012703,0.0089699,0.015868,0.018201,0.014138,0.011165,0.0068142,0.0018273,-0.00283,-0.0016623,0.00016581,0.0076976,0.012885,0.01553,0.010076,0.0024481,-0.012947,-0.034576,-0.030425,-0.00043093,0.018377,0.037549,0.04716,0.021455,-0.020558,-0.055221,-0.066844,-0.065414,-0.0013091,0.036662,0.074843,0.037921,0.0060591,-0.04113,-0.070269,-0.065496,-0.023109,0.025785,0.05668,0.059589,0.038353,-0.0086302,-0.046814,-0.063021,-0.049577,-0.025535,-0.0033466,0.020958,0.033483,0.027516,0.0059064,-0.017766,-0.030236,-0.038904,-0.029168,-0.01802,0.0042763,0.016375,0.016876,0.010127,0.0025963,-0.0072572,-0.018938
0.00010195,-0.006648,-0.023324,-0.04245,-0.044976,-0.031577,-0.017471,0.0039603,0.023267,0.024094,0.021853,-0.0023855,-0.025128,-0.02715,-0.023842,-0.013528,0.0013646,0.015178,0.026587,0.018454,0.00046416,-0.018253,-0.030282,-0.027953,-0.020427,-0.0092004,0.003025,0.013528,0.028641,0.023533,0.013749,-0.011608,-0.029458,-0.033849,-0.022644,0.00081615,0.022459,0.033624,0.029438,0.009833,-0.013017,-0.027132,-0.029803,-0.013706,0.0057397,0.027749,0.039962,0.038079,0.005115,-0.02605,-0.038801,-0.031625,-0.015121,0.014844,0.051379,0.066752,0.039191,0.0048638,-0.043356,-0.055944,-0.032229,0.00035716,0.030312,0.053917,0.058457,0.012386,-0.0058755,-0.028567,-0.029971,-0.028347,-0.015302,0.0032026,0.015001,0.02393,0.031602,0.023127,0.0074349,-0.015638,-0.030771,-0.039972,-0.03091,-0.0090601,0.019375,0.033101,0.040935,0.030786,0.0074605,-0.01996,-0.04484,-0.040813,-0.019814,0.010639,0.038732,0.056327,0.042943,0.0058595,-0.038909,-0.064823,-0.061943,-0.031952
0.14218,0.14231,0.13692,0.13689,0.19682,0.29716,0.40096,0.47769,0.5347,0.56966,0.60616,0.66543,0.74584,0.8345,0.89879,0.93897,0.98819,1.0543,1.1343,1.2127,1.2813,1.3377,1.3897,1.445,1.511,1.5828,1.6523,1.7193,1.7799,1.8373,1.8954,1.9569,2.0231,2.0908,2.1547,2.2086,2.265,2.3257,2.3956,2.4656,2.5269,2.5837,2.6418,2.706,2.775,2.8389,2.904,2.9654,3.0276,3.0941,-3.1292,-3.0682,-2.9321,-2.6765,-2.563,-2.6245,-2.7438,-2.7823,-2.7177,-2.5686,-2.4112,-2.3394,-2.3459,-2.3621,-2.3302,-2.2388,-2.1205,-2.0141,-1.9383,-1.9141,-1.9048,-1.8578,-1.7699,-1.6641,-1.5705,-1.5103,-1.473,-1.4374,-1.3819,-1.3071,-1.2226,-1.1436,-1.0801,-1.0295,-0.97931,-0.92186,-0.85496,-0.78303,-0.70939,-0.64291,-0.58916,-0.53731,-0.47983,-0.41373,-0.34146,-0.27445,-0.21141,-0.15339,-0.092556,-0.026167
-0.0091404,0.0077201,0.030807,0.065317,0.11723,0.15856,0.1966,0.18456,0.14863,0.075006,0.031105,0.031824,0.067899,0.1199,0.1473,0.17413,0.18001,0.13792,0.070726,0.027952,0.017064,0.049102,0.095831,0.1347,0.15763,0.16908,0.16031,0.14082,0.089276,0.0407,0.025652,0.041425,0.07647,0.14222,0.17962,0.18017,0.14921,0.091924,0.036113,0.019895,0.038134,0.091672,0.13005,0.17844,0.19343,0.15619,0.075136,0.008917,-0.0077382,0.038394,0.099815,0.15996,0.20595,0.26126,0.17355,0.039499,-0.060351,-0.052071,0.014808,0.12041,0.22541,0.27578,0.21068,0.10569,-0.0016319,-0.051268,-0.017861,0.050487,0.10813,0.15804,0.18204,0.16341,0.13515,0.091589,0.050748,0.019759,0.02416,0.050038,0.096324,0.13735,0.17965,0.17146,0.16401,0.11879,0.069184,0.012186,-0.0052021,0.03462,0.094748,0.1725,0.21157,0.21261,0.14326,0.045512,-0.032239,-0.051922,0.0023683,0.098993,0.18985,0.25638
-0.0072031,0.0034251,-0.0043001,-0.013736,-0.015348,-0.010932,0.0090594,0.0080869,-0.0079881,-0.036839,-0.055909,-0.037419,0.00042205,0.037333,0.05273,0.067713,0.021284,-0.024648,-0.08755,-0.083392,-0.064071,0.0081524,0.065539,0.074141,0.04735,-0.0068162,-0.042822,-0.063963,-0.059507,-0.0082527,0.042182,0.065429,0.053298,0.027729,0.0040231,-0.016869,-0.039199,-0.033147,-0.023693,-0.0023381,0.011937,0.0075535,0.012227,0.01604,0.0051866,-0.004941,-0.0097056,-0.0054888,-0.00054627,0.0090681,0.021786,0.032858,0.030294,0.05059,0.010741,-0.062713,-0.0709,-0.040832,0.0065958,0.06273,0.1267,0.15652,0.070523,-0.045848,-0.13784,-0.16415,-0.086616,0.034059,0.12361,0.14175,0.082661,-0.030666,-0.13033,-0.16321,-0.12493,-0.029579,0.070425,0.15045,0.14789,0.072015,-0.019651,-0.061285,-0.10092,-0.11175,-0.073438,0.019177,0.077661,0.079423,0.07414,0.019204,-0.028012,-0.085784,-0.085079,-0.055354,-0.0018163,0.034865,0.049396,0.04538,0.037832,0.01389
0.068321,0.10323,0.12714,0.027534,-0.0079419,0.00026453,-0.0010887,-0.00039971,0.014396,-0.0006587,0.014569,0.02746,0.04227,-0.027733,-0.01838,0.0089239,-0.014908,-0.033953,-0.01355,0.0073058,0.017155,-0.013723,-0.020524,0.0067343,0.015451,-0.032748,-0.021185,-0.013503,-0.0042567,0.012815,0.0050059,0.0036994,0.021197,0.015092,0.00031212,0.0039825,-0.0036336,-0.025144,-0.0037162,-0.029026,-0.02086,0.0099685,0.020204,0.015982,-0.0085623,0.0015483,-0.017452,-0.0071577,0.011551,0.020989,-0.0074064,0.0037049,0.023087,0.029551,-0.0020192,0.011335,0.0018877,0.010112,-0.018076,-0.013718,-0.019647,0.0060712,0.031058,0.0029686,-0.0021158,0.010115,-0.0012653,-0.034983,-0.013613,0.0058419,0.0043101,0.013317,0.011883,-0.0055501,0.0045551,-0.010323,-0.011357,-0.0082192,0.017836,0.044976,-0.00077917,0.011253,0.0096868,-0.028516,-0.026342,-0.0088889,-0.010538,0.01048,0.01331,-0.0036815,-0.020347,0.0024467,0.0090192,0.015171,0.033353,0.023855,0.018875,0.0085257,-0.030835,-0.015495
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
