1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.100071	2.067702	0.000000	0.000000	2.000000	2.000000	1.500000	-0.044842	0.045415	0.000000	0.003690	-0.001806	-0.001276	0.000000	0.000000	0.000000	0.000000	0.000000	0.750000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.874273	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	2.000000	0.000000	1.500000	0.000000	1.570796	1.000000	3.000000	0.000000	-0.100781	-2.356194	1.083180	2.521980	
1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.912002	-0.783100	0.000000	0.000000	0.000000	2.181348	-0.271833	-0.068162	0.000000	0.000000	0.000000	1.745329	0.123250	-1.747451	0.100000	1.745329	2.000000	2.000000	1.500000	-0.042857	0.042483	0.000000	-0.001210	0.002580	0.002288	0.000000	0.000000	0.000000	0.000000	0.000000	0.745806	-0.000000	0.000000	-0.000000	0.000000	0.000000	-0.125827	-0.000000	0.000000	-0.000000	-0.009325	-0.012572	0.460759	0.000002	0.000000	-0.000000	0.874273	0.000000	2.000000	2.000000	0.000000	1.500000	0.000000	1.570796	1.087998	2.783100	0.000000	0.085355	-2.432092	1.015490	5.492747	
1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.862227	-0.804821	0.000000	0.000000	0.000000	2.529566	-0.232259	-0.156826	0.000000	0.000000	0.000000	1.745329	0.014746	-2.069320	0.100000	1.745329	2.000000	2.000000	1.500000	-0.043832	0.043359	0.000000	-0.001629	0.003063	0.002732	0.000000	0.000000	0.000000	0.000000	0.000000	0.743375	-0.000368	0.000372	-0.000000	0.000000	0.000000	-0.072930	-0.011052	0.011168	-0.000001	-0.012177	-0.016184	0.276738	-0.000014	-0.009325	-0.012572	0.460759	0.000002	2.000000	2.000000	0.000000	1.500000	0.000000	1.570796	1.137773	2.804821	0.000000	0.105805	-2.390617	1.008426	5.733136	
1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.869094	-0.777775	0.000000	0.000000	0.000000	2.354690	0.098555	0.271946	0.000000	0.000000	0.000000	-1.745329	0.150319	-1.918563	0.123000	-1.745329	2.000000	2.000000	1.500000	-0.046241	0.045688	0.000000	-0.001942	0.003248	0.002966	0.000000	0.000000	0.000000	0.000006	0.000006	0.745017	-0.000963	0.000981	0.000000	0.000167	0.000165	0.049280	-0.017839	0.018260	0.000005	-0.015209	-0.020049	0.270173	-0.000045	-0.012177	-0.016184	0.276738	-0.000014	2.000000	2.000000	0.000000	1.500000	0.000000	1.570796	1.130906	2.777775	0.000000	0.116054	-2.411581	1.002344	5.754195	
1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.869094	-0.777775	0.000000	0.000000	0.000000	2.354690	0.098555	0.271946	0.000000	0.000000	0.000000	-1.745329	0.149092	-1.896923	0.123000	-1.745329	2.000000	2.000000	1.500000	-0.049000	0.048432	0.000000	-0.001854	0.003169	0.002909	0.000000	0.000000	0.000000	0.000026	0.000026	0.750975	-0.001692	0.001745	0.000001	0.000615	0.000605	0.178724	-0.021860	0.022922	0.000016	-0.018499	-0.024129	0.324334	-0.000086	-0.015209	-0.020049	0.270173	-0.000045	2.000000	2.000000	0.000000	1.500000	0.000000	1.570796	1.130906	2.777775	0.000000	0.112839	-2.411557	0.998724	5.815592	
1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.936127	-0.687553	0.000000	0.000000	0.000000	1.656720	0.248047	0.170917	0.000000	0.000000	0.000000	-1.745329	0.267628	-0.862328	0.149000	-1.745329	2.000000	2.000000	1.500000	-0.051403	0.050801	0.000000	-0.002078	0.002972	0.002907	0.000000	0.000000	0.000000	0.000072	0.000070	0.760621	-0.002507	0.002620	0.000002	0.001378	0.001344	0.289397	-0.024466	0.026254	0.000033	-0.021969	-0.028341	0.389607	-0.000138	-0.018499	-0.024129	0.324334	-0.000086	2.000000	2.000000	0.000000	1.500000	0.000000	1.570796	1.063873	2.687553	0.000000	0.111630	-2.508022	0.991002	6.168876	
1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.014205	-0.652055	0.000000	0.000000	0.000000	1.150500	0.288559	0.068194	0.000000	0.000000	0.000000	-1.570796	0.268571	0.163129	0.180000	-1.570796	2.000000	2.000000	1.500000	-0.053175	0.052785	0.000000	-0.000987	0.002108	0.001945	0.000000	0.000000	0.000000	0.000154	0.000150	0.773165	-0.003385	0.003580	0.000004	0.002461	0.002381	0.376297	-0.026342	0.028806	0.000054	-0.025505	-0.032538	0.446196	-0.000197	-0.021969	-0.028341	0.389607	-0.000138	2.000000	2.000000	0.000000	1.500000	0.000000	1.570796	0.985795	2.652055	0.000000	0.067710	-2.570035	1.000585	6.423874	
1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.069444	-0.632466	0.000000	0.000000	0.000000	0.889720	0.291136	0.072329	0.000000	0.000000	0.000000	-1.204277	0.241375	0.679035	0.239500	-1.204277	2.000000	2.000000	1.500000	-0.054424	0.054234	0.000000	0.000093	0.001450	0.001118	0.000000	0.000000	0.000000	0.000283	0.000273	0.787873	-0.004310	0.004605	0.000006	0.003863	0.003707	0.441248	-0.027730	0.030754	0.000080	-0.029023	-0.036693	0.489613	-0.000263	-0.025505	-0.032538	0.446196	-0.000197	2.000000	2.000000	0.000000	1.500000	0.000000	1.570796	0.930556	2.632466	0.000000	0.028875	-2.607218	1.005628	6.682123	
1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.098228	-0.622096	0.000000	0.000000	0.000000	0.783874	0.299202	0.080181	0.000000	0.000000	0.000000	-1.029744	0.223465	0.868781	0.268500	-1.029744	2.000000	2.000000	1.500000	-0.055267	0.055206	0.000000	0.000829	0.001053	0.000583	0.000000	0.000000	0.000000	0.000469	0.000451	0.804140	-0.005266	0.005679	0.000010	0.005583	0.005316	0.488014	-0.028704	0.032219	0.000110	-0.032501	-0.040746	0.520591	-0.000333	-0.029023	-0.036693	0.489613	-0.000263	2.000000	2.000000	0.000000	1.500000	0.000000	1.570796	0.901772	2.622096	0.000000	0.003578	-2.625711	1.003475	6.788048	
1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.125922	-0.612600	0.000000	0.000000	0.000000	0.697970	0.288153	0.074272	0.000000	0.000000	0.000000	-0.855211	0.208342	1.016831	0.268500	-0.855211	2.000000	2.000000	1.500000	-0.055789	0.055858	0.000000	0.001593	0.000674	0.000034	0.000000	0.000000	0.000000	0.000723	0.000691	0.821488	-0.006244	0.006788	0.000015	0.007623	0.007208	0.520437	-0.029328	0.033252	0.000143	-0.035930	-0.044679	0.541451	-0.000404	-0.032501	-0.040746	0.520591	-0.000333	2.000000	2.000000	0.000000	1.500000	0.000000	1.570796	0.874078	2.612600	0.000000	-0.022183	-2.642557	1.000742	6.822881	
