-10.435317	-22.972086	8.664867	0.000000	0.000000	0.000000	-1.506455	-2.891103	1.164139	0.000000	0.000000	0.000000	0.777457	-1.453225	0.000000	0.000000	0.000000	1.493003	-0.000001	-0.000009	0.000000	0.000000	0.000000	-0.000018	-0.750000	1.000000	0.000000	0.000000	5.569629	-1.021941	-8.544117	0.000000	0.000000	0.000000	0.855211	-0.045789	-1.164139	0.000000	0.000000	0.000000	-0.823000	-0.547839	1.071127	-0.033962	0.008967	1.600016	-0.003651	0.017916	0.127747	0.002345	0.000325	0.001115	-0.218519	-2.186875	-0.496740	0.000000	0.000000	-0.000031	-0.033962	0.008967	0.127747	0.001115	0.000000	0.500000	0.000000	0.800000	0.000000	1.570796	-0.777457	1.953225	0.000000	-1.328027	-2.626772	1.043333	7.513204	
-10.727319	-23.533027	8.892013	0.000000	0.000000	0.000000	-1.493834	-2.869687	1.162040	0.000000	0.000000	0.000000	0.777463	-1.453181	0.000000	0.000000	0.000000	1.493245	0.000003	0.000017	0.000000	0.000000	0.000000	0.000092	-0.750000	1.000000	0.000000	0.000000	5.734331	-1.028602	-8.771262	0.000000	0.000000	0.000000	0.842586	-0.034078	-1.162040	0.000000	0.000000	0.000000	-0.815527	-0.558206	1.066862	-0.000518	0.000799	1.602065	0.002842	-0.003942	-0.001622	0.012716	-0.003106	0.000779	-0.129326	-2.002200	-0.528100	0.000000	0.000000	-0.000021	-0.000518	0.000799	-0.001622	0.000779	0.000000	0.500000	0.000000	0.800000	0.000000	1.570796	-0.777463	1.953181	0.000000	-1.315843	-2.629719	1.042311	7.657239	
-10.829921	-23.727739	8.970737	0.000000	0.000000	0.000000	-1.496724	-2.840391	1.148399	0.000000	0.000000	0.000000	0.777494	-1.453292	0.000000	0.000000	0.000000	1.493084	0.000192	-0.000686	0.000000	0.000000	0.000000	-0.001002	-0.750000	1.000000	0.000000	0.000000	5.792288	-1.030419	-8.849986	0.000000	0.000000	0.000000	0.845458	-0.026509	-1.148399	0.000000	0.000000	0.000000	-0.809244	-0.564972	1.039275	0.021470	-0.006938	1.605703	0.038731	-0.041711	-0.170065	0.135549	-0.047698	0.022430	0.012685	-1.961702	-0.595328	0.000000	0.000000	-0.000616	0.021470	-0.006938	-0.170065	0.022430	0.000000	0.500000	0.000000	0.800000	0.000000	1.570796	-0.777494	1.953292	0.000000	-1.294503	-2.631226	1.051589	7.724714	
-10.901914	-23.862955	9.025320	0.000000	0.000000	0.000000	-1.500220	-2.817663	1.137417	0.000000	0.000000	0.000000	0.777535	-1.452986	0.000000	0.000000	0.000000	1.492622	0.000474	0.003547	0.000000	0.000000	0.000000	-0.005350	-0.750000	1.000000	0.000000	0.000000	5.833027	-1.031419	-8.904569	0.000000	0.000000	0.000000	0.848931	-0.020833	-1.137417	0.000000	0.000000	0.000000	-0.804500	-0.568640	1.018686	0.031464	-0.006624	1.607839	0.054574	-0.042193	-0.236850	0.114966	0.003606	0.024567	0.040601	-1.959920	-0.618749	0.000000	0.000000	-0.000675	0.031464	-0.006624	-0.236850	0.024567	0.000000	0.500000	0.000000	0.800000	0.000000	1.570796	-0.777535	1.952986	0.000000	-1.279092	-2.631872	1.058745	7.774699	
-11.053007	-24.138288	9.135989	0.000000	0.000000	0.000000	-1.511880	-2.755055	1.107384	0.000000	0.000000	0.000000	0.777461	-1.453186	0.000000	0.000000	0.000000	1.493126	-0.000628	-0.001696	0.000000	0.000000	0.000000	0.004272	-0.750000	1.000000	0.000000	0.000000	5.919036	-1.031954	-9.015238	0.000000	0.000000	0.000000	0.860633	-0.005350	-1.107384	0.000000	0.000000	0.000000	-0.791309	-0.575659	0.969315	0.055336	-0.000055	1.602747	0.111411	-0.059285	-0.416994	0.201635	0.055491	-0.043003	0.189001	-1.927021	-0.678893	0.000000	0.000000	0.001181	0.055336	-0.000055	-0.416994	-0.043003	0.000000	0.500000	0.000000	0.800000	0.000000	1.570796	-0.777461	1.953186	0.000000	-1.242221	-2.631582	1.076244	7.903136	
-11.142984	-24.298463	9.200262	0.000000	0.000000	0.000000	-1.518747	-2.703642	1.084881	0.000000	0.000000	0.000000	0.777456	-1.453176	0.000000	0.000000	0.000000	1.493142	-0.000048	0.000101	0.000000	0.000000	0.000000	0.000160	-0.750000	1.000000	0.000000	0.000000	5.970431	-1.031374	-9.079511	0.000000	0.000000	0.000000	0.867503	0.009792	-1.084881	0.000000	0.000000	0.000000	-0.779961	-0.580573	0.936411	0.055139	0.003675	1.602642	0.112942	-0.048900	-0.327476	-0.001966	0.037119	-0.001047	0.247356	-1.921577	-0.617846	0.000000	0.000000	0.000029	0.055139	0.003675	-0.327476	-0.001047	0.000000	0.500000	0.000000	0.800000	0.000000	1.570796	-0.777456	1.953176	0.000000	-1.215899	-2.630885	1.087712	7.917445	
-11.198393	-24.395372	9.239115	0.000000	0.000000	0.000000	-1.523758	-2.665047	1.068476	0.000000	0.000000	0.000000	0.777384	-1.453240	0.000000	0.000000	0.000000	1.493425	-0.001611	-0.001425	0.000000	0.000000	0.000000	0.006278	-0.750000	1.000000	0.000000	0.000000	6.002159	-1.030586	-9.118364	0.000000	0.000000	0.000000	0.872556	0.021671	-1.068476	0.000000	0.000000	0.000000	-0.771433	-0.583415	0.914418	0.049213	0.005366	1.606180	0.187409	-0.062458	-0.483303	-0.130224	0.037164	0.077753	0.430961	-1.829564	-0.662963	0.000000	0.000000	-0.002135	0.049213	0.005366	-0.483303	0.077753	0.000000	0.500000	0.000000	0.800000	0.000000	1.570796	-0.777384	1.953240	0.000000	-1.197896	-2.629882	1.095400	7.953267	
-11.245775	-24.477157	9.271898	0.000000	0.000000	0.000000	-1.526709	-2.635194	1.056316	0.000000	0.000000	0.000000	0.777486	-1.453049	0.000000	0.000000	0.000000	1.492776	0.002406	0.004492	0.000000	0.000000	0.000000	-0.015213	-0.750000	1.000000	0.000000	0.000000	6.029329	-1.029594	-9.151148	0.000000	0.000000	0.000000	0.875447	0.031943	-1.056316	0.000000	0.000000	0.000000	-0.764793	-0.585740	0.898419	0.046351	0.006956	1.602656	0.154142	-0.053988	-0.371389	-0.066432	0.036901	-0.081820	0.413971	-1.853876	-0.615400	0.000000	0.000000	0.002246	0.046351	0.006956	-0.371389	-0.081820	0.000000	0.500000	0.000000	0.800000	0.000000	1.570796	-0.777486	1.953049	0.000000	-1.184441	-2.629313	1.100970	7.984552	
-11.294004	-24.558815	9.304620	0.000000	0.000000	0.000000	-1.532010	-2.593897	1.039411	0.000000	0.000000	0.000000	0.777452	-1.453177	0.000000	0.000000	0.000000	1.493145	-0.000831	-0.003140	0.000000	0.000000	0.000000	0.008985	-0.750000	1.000000	0.000000	0.000000	6.057057	-1.028175	-9.183869	0.000000	0.000000	0.000000	0.880768	0.045080	-1.039411	0.000000	0.000000	0.000000	-0.755444	-0.587478	0.878582	0.050776	0.012962	1.604597	0.226234	-0.042038	-0.480050	0.107072	0.145336	0.046985	0.513051	-1.787574	-0.635950	0.000000	0.000000	-0.001290	0.050776	0.012962	-0.480050	0.046985	0.000000	0.500000	0.000000	0.800000	0.000000	1.570796	-0.777452	1.953177	0.000000	-1.167514	-2.627497	1.107897	8.016491	
-11.346237	-24.645532	9.339374	0.000000	0.000000	0.000000	-1.536399	-2.550690	1.022268	0.000000	0.000000	0.000000	0.777491	-1.453287	0.000000	0.000000	0.000000	1.493063	0.000943	-0.002649	0.000000	0.000000	0.000000	-0.001977	-0.750000	1.000000	0.000000	0.000000	6.087149	-1.026106	-9.218623	0.000000	0.000000	0.000000	0.885134	0.060861	-1.022268	0.000000	0.000000	0.000000	-0.746152	-0.590063	0.858080	0.061422	0.019683	1.601409	0.221685	-0.061682	-0.489122	0.253992	0.160347	-0.076052	0.664957	-1.780720	-0.633948	0.000000	0.000000	0.002088	0.061422	0.019683	-0.489122	-0.076052	0.000000	0.500000	0.000000	0.800000	0.000000	1.570796	-0.777491	1.953287	0.000000	-1.150114	-2.626130	1.115181	8.051544	
