0.000000	0.000000	1.500000	-0.129342	0.155971	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.070515	0.096176	0.811047	0.022480	-0.012936	0.035495	-3.732129	-5.641742	21.656632	0.283607	-0.103671	0.761975	-0.048630	-0.031759	1.000000	0.126097	0.085868	-0.049410	21.656632	0.436580	0.148389	
0.000000	0.000000	1.500000	-0.042615	-0.027413	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.062909	0.084898	0.816939	0.013270	-0.007265	0.035474	0.228198	-0.338334	0.176733	-0.276316	0.170127	-0.000634	-0.006845	-0.009347	0.999757	0.048867	0.050686	-0.027749	0.176733	-0.000363	0.160054	
0.000000	0.000000	1.500000	-0.006836	-0.006393	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.060378	0.082009	0.819092	0.010555	-0.003564	0.033206	0.075909	-0.086676	0.064614	-0.081428	0.111018	-0.068016	-0.013853	0.019803	0.864262	0.036155	0.040318	-0.013614	0.064614	-0.038971	0.193172	
0.000000	0.000000	1.500000	-0.006925	-0.006775	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.057807	0.079153	0.821440	0.007947	-0.001928	0.032635	0.077134	-0.085679	0.070417	-0.078251	0.049083	-0.017148	-0.003895	0.016598	0.496903	0.041161	0.030355	-0.007364	0.070417	-0.009825	0.225030	
0.000000	0.000000	1.500000	-0.006848	-0.007566	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.055133	0.076393	0.825110	0.008592	-0.001401	0.031862	0.080235	-0.082786	0.110126	0.019351	0.015815	-0.023190	-0.015874	0.016085	0.361926	0.039091	0.032819	-0.005351	0.110126	-0.013287	0.263555	
0.000000	0.000000	1.500000	-0.006993	-0.008074	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052436	0.073684	0.830546	0.011166	-0.002768	0.030141	0.080896	-0.081274	0.163066	0.077232	-0.041013	-0.051624	-0.030010	0.006776	0.347782	0.031661	0.042652	-0.010573	0.163066	-0.029578	0.290536	
0.000000	0.000000	1.500000	-0.005366	-0.010418	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.049357	0.071421	0.838251	0.013291	-0.003627	0.028905	0.092375	-0.067892	0.231135	0.063753	-0.025759	-0.037092	-0.037068	0.006499	0.370292	0.030783	0.050770	-0.013853	0.231135	-0.021252	0.324257	
0.000000	0.000000	1.500000	-0.004456	-0.011616	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046140	0.069409	0.847590	0.013075	-0.003758	0.027106	0.096521	-0.060355	0.280196	-0.006506	-0.003936	-0.053960	-0.031187	0.010433	0.399861	0.024476	0.049941	-0.014354	0.280196	-0.030917	0.359018	
0.000000	0.000000	1.500000	-0.003899	-0.013240	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.042683	0.067559	0.857884	0.012125	-0.002516	0.025323	0.103710	-0.055510	0.308794	-0.028476	0.037252	-0.053472	-0.027170	0.021369	0.421811	0.020192	0.046315	-0.009611	0.308794	-0.030637	0.390251	
0.000000	0.000000	1.500000	-0.003350	-0.014025	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.039146	0.065855	0.868539	0.009823	-0.002726	0.024347	0.106102	-0.051120	0.319673	-0.069062	-0.006286	-0.029288	-0.017412	0.018395	0.433570	0.021472	0.037522	-0.010411	0.319673	-0.016781	0.424135	
