0.000000	0.000000	0.000000	-0.060992	1.049162	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.313994	-1.264334	0.742207	0.051730	0.021971	-0.739576	-1.400297	10.465847	20.416393	-0.661016	-1.131644	-2.077566	0.364284	-0.445088	1.000000	-0.626884	0.197593	0.083925	20.416393	-1.190358	0.160423	
0.000000	0.000000	0.000000	-0.018519	0.058069	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.301951	-1.252067	0.731928	0.051479	0.022935	-0.740986	-0.361290	0.368003	-0.308388	-0.007529	0.028900	-0.042301	0.170576	-0.260271	0.998747	-0.391386	0.196634	0.087605	-0.308388	-0.024237	0.174028	
0.000000	0.000000	0.000000	-0.033038	-0.054603	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.299200	-1.249680	0.729756	0.049754	0.021960	-0.739397	-0.082531	0.071608	-0.065147	-0.051732	-0.029251	0.047684	0.170228	-0.269325	0.440485	-0.402822	0.190048	0.083880	-0.065147	0.027321	0.205745	
0.000000	0.000000	0.000000	-0.229573	-0.068060	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.285625	-1.256104	0.736384	0.006041	-0.010486	-0.785338	-0.407244	-0.192722	0.198846	-1.311400	-0.973387	-1.378243	0.218328	-0.325297	-0.219199	-0.506810	0.023075	-0.040055	0.198846	-0.789675	0.238373	
0.000000	0.000000	0.000000	-0.038605	-0.056412	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.282528	-1.253644	0.737075	0.004818	-0.027611	-0.768197	-0.092898	0.073800	0.020721	-0.036683	-0.513738	0.514217	0.169001	-0.329958	-0.235931	-0.356217	0.018404	-0.105466	0.020721	0.294625	0.272774	
0.000000	0.000000	0.000000	0.076541	-0.053286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.287048	-1.241854	0.733934	0.066423	-0.031674	-0.667480	0.135585	0.353690	-0.094233	1.848142	-0.121888	3.021533	0.107093	-0.334164	-0.303079	-0.330690	0.253717	-0.120986	-0.094233	1.731211	0.317110	
0.000000	0.000000	0.000000	-0.060387	-0.048133	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.282860	-1.239772	0.736771	0.080381	-0.052673	-0.651835	-0.125630	0.062460	0.085119	0.418725	-0.629960	0.469338	0.083074	-0.377026	-0.372646	-0.356768	0.307031	-0.201195	0.085119	0.268911	0.354466	
0.000000	0.000000	0.000000	-0.075288	-0.038045	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.277464	-1.238165	0.739643	0.097843	-0.067487	-0.631598	-0.161884	0.048226	0.086151	0.523865	-0.444420	0.607126	0.023183	-0.408993	-0.324342	-0.303031	0.373731	-0.257780	0.086151	0.347858	0.383788	
0.000000	0.000000	0.000000	-0.081270	-0.029600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.271353	-1.236792	0.741724	0.115955	-0.078608	-0.611991	-0.183330	0.041188	0.062431	0.543372	-0.333634	0.588194	-0.015626	-0.436315	-0.308762	-0.263342	0.442916	-0.300260	0.062431	0.337010	0.417710	
0.000000	0.000000	0.000000	-0.085473	-0.019311	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.264415	-1.235500	0.742916	0.134589	-0.085926	-0.593579	-0.208147	0.038749	0.035747	0.559014	-0.219537	0.552359	-0.049619	-0.452244	-0.310262	-0.226453	0.514092	-0.328212	0.035747	0.316478	0.452134	
0.000000	0.000000	0.000000	-0.098859	-0.003332	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.255682	-1.234608	0.743616	0.151889	-0.090332	-0.577385	-0.261981	0.026768	0.021000	0.518999	-0.132190	0.485826	-0.079239	-0.458073	-0.318231	-0.197979	0.580173	-0.345043	0.021000	0.278358	0.484229	
0.000000	0.000000	0.000000	-0.102993	0.003863	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.246171	-1.234061	0.743218	0.167964	-0.087214	-0.561011	-0.285326	0.016419	-0.011934	0.482253	0.093552	0.491231	0.000000	0.000000	-0.000000	-0.000000	0.641575	-0.333132	-0.011934	0.281454	0.518180	
