2.000000	3.000000	0.000000	0.000000	0.000000	0.982794	0.000000	0.000000	0.000000	0.000000	0.000000	9.827937	0.040000	-0.008533	0.000000	0.000000	0.000000	0.098279	0.400000	-0.085330	0.000000	0.000000	0.000000	0.982794	0.883931	0.982794	0.883931	0.982794	3.605551	0.982794	0.982794	0.101471	
2.000000	3.000000	0.000000	0.000000	0.000000	0.993381	0.000000	0.000000	0.000000	0.000000	0.000000	9.933812	0.085461	-0.011860	0.000000	0.000000	0.000000	0.187790	0.454607	-0.033270	0.000000	0.000000	0.000000	0.895102	0.889900	0.895102	0.889900	0.895102	3.590664	0.895102	0.993381	0.479224	
2.000000	3.000000	0.000000	0.000000	0.000000	1.004563	0.000000	0.000000	0.000000	0.000000	0.000000	10.045633	0.134789	-0.009705	0.000000	0.000000	0.000000	0.269467	0.493280	0.021553	0.000000	0.000000	0.000000	0.816774	0.890814	0.816774	0.890814	0.816774	3.568860	0.816774	1.004563	0.583506	
2.000000	3.000000	0.000000	0.000000	0.000000	1.015994	0.000000	0.000000	0.000000	0.000000	0.000000	10.159940	0.186621	-0.002114	0.000000	0.000000	0.000000	0.344120	0.518324	0.075910	0.000000	0.000000	0.000000	0.746527	0.887420	0.746527	0.887420	0.746527	3.540810	0.746527	1.015994	0.683712	
2.000000	3.000000	0.000000	0.000000	0.000000	1.027416	0.000000	0.000000	0.000000	0.000000	0.000000	10.274159	0.239831	0.010653	0.000000	0.000000	0.000000	0.412449	0.532100	0.127672	0.000000	0.000000	0.000000	0.683296	0.880434	0.683296	0.880434	0.683296	3.507282	0.683296	1.027416	0.788056	
2.000000	3.000000	0.000000	0.000000	0.000000	1.038642	0.000000	0.000000	0.000000	0.000000	0.000000	10.386425	0.293513	0.028207	0.000000	0.000000	0.000000	0.475069	0.536823	0.175539	0.000000	0.000000	0.000000	0.626193	0.870511	0.626193	0.870511	0.626193	3.469062	0.626193	1.038642	0.882893	
2.000000	3.000000	0.000000	0.000000	0.000000	1.049542	0.000000	0.000000	0.000000	0.000000	0.000000	10.495424	0.346959	0.050089	0.000000	0.000000	0.000000	0.532516	0.534461	0.218815	0.000000	0.000000	0.000000	0.574474	0.858235	0.574474	0.858235	0.574474	3.426901	0.574474	1.049542	0.982876	
2.000000	3.000000	0.000000	0.000000	0.000000	1.060027	0.000000	0.000000	0.000000	0.000000	0.000000	10.600267	0.399630	0.075811	0.000000	0.000000	0.000000	0.585267	0.526703	0.257225	0.000000	0.000000	0.000000	0.527511	0.844113	0.527511	0.844113	0.527511	3.381497	0.527511	1.060027	1.082892	
2.000000	3.000000	0.000000	0.000000	0.000000	1.070038	0.000000	0.000000	0.000000	0.000000	0.000000	10.700385	0.451125	0.104889	0.000000	0.000000	0.000000	0.633744	0.514954	0.290778	0.000000	0.000000	0.000000	0.484771	0.828583	0.484771	0.828583	0.484771	3.333476	0.484771	1.070038	1.183120	
2.000000	3.000000	0.000000	0.000000	0.000000	1.079545	0.000000	0.000000	0.000000	0.000000	0.000000	10.795448	0.501162	0.136856	0.000000	0.000000	0.000000	0.678324	0.500366	0.319668	0.000000	0.000000	0.000000	0.445801	0.812013	0.445801	0.812013	0.445801	3.283395	0.445801	1.079545	1.282920	
2.000000	3.000000	0.000000	0.000000	0.000000	1.088531	0.000000	0.000000	0.000000	0.000000	0.000000	10.885308	0.549548	0.171276	0.000000	0.000000	0.000000	0.719345	0.483859	0.344197	0.000000	0.000000	0.000000	0.410207	0.794712	0.410207	0.794712	0.410207	3.231735	0.410207	1.088531	1.382929	
2.000000	3.000000	0.000000	0.000000	0.000000	1.096994	0.000000	0.000000	0.000000	0.000000	0.000000	10.969941	0.596164	0.207748	0.000000	0.000000	0.000000	0.757110	0.466163	0.364728	0.000000	0.000000	0.000000	0.377649	0.776938	0.377649	0.776938	0.377649	3.178914	0.377649	1.096994	1.483137	
2.000000	3.000000	0.000000	0.000000	0.000000	1.104942	0.000000	0.000000	0.000000	0.000000	0.000000	11.049421	0.640948	0.245913	0.000000	0.000000	0.000000	0.791893	0.447842	0.381645	0.000000	0.000000	0.000000	0.347832	0.758899	0.347832	0.758899	0.347832	3.125288	0.347832	1.104942	1.583051	
2.000000	3.000000	0.000000	0.000000	0.000000	1.112389	0.000000	0.000000	0.000000	0.000000	0.000000	11.123885	0.683881	0.285446	0.000000	0.000000	0.000000	0.823943	0.429329	0.395332	0.000000	0.000000	0.000000	0.320495	0.740768	0.320495	0.740768	0.320495	3.071159	0.320495	1.112389	1.682905	
2.000000	3.000000	0.000000	0.000000	0.000000	1.119352	0.000000	0.000000	0.000000	0.000000	0.000000	11.193517	0.724976	0.326062	0.000000	0.000000	0.000000	0.853484	0.410947	0.406158	0.000000	0.000000	0.000000	0.295409	0.722681	0.295409	0.722681	0.295409	3.016782	0.295409	1.119352	1.782923	
2.000000	3.000000	0.000000	0.000000	0.000000	1.125853	0.000000	0.000000	0.000000	0.000000	0.000000	11.258528	0.764269	0.367509	0.000000	0.000000	0.000000	0.880720	0.392933	0.414469	0.000000	0.000000	0.000000	0.272369	0.704749	0.272369	0.704749	0.272369	2.962369	0.272369	1.125853	1.882941	
2.000000	3.000000	0.000000	0.000000	0.000000	1.131915	0.000000	0.000000	0.000000	0.000000	0.000000	11.319147	0.801815	0.409567	0.000000	0.000000	0.000000	0.905840	0.375456	0.420583	0.000000	0.000000	0.000000	0.251194	0.687055	0.251194	0.687055	0.251194	2.908099	0.251194	1.131915	1.982983	
2.000000	3.000000	0.000000	0.000000	0.000000	1.137561	0.000000	0.000000	0.000000	0.000000	0.000000	11.375612	0.837678	0.452046	0.000000	0.000000	0.000000	0.929012	0.358631	0.424786	0.000000	0.000000	0.000000	0.231721	0.669667	0.231721	0.669667	0.231721	2.854118	0.231721	1.137561	2.090256	
2.000000	3.000000	0.000000	0.000000	0.000000	1.142816	0.000000	0.000000	0.000000	0.000000	0.000000	11.428162	0.871931	0.494779	0.000000	0.000000	0.000000	0.950392	0.342531	0.427336	0.000000	0.000000	0.000000	0.213804	0.652634	0.213804	0.652634	0.213804	2.800547	0.213804	1.142816	2.190027	
2.000000	3.000000	0.000000	0.000000	0.000000	1.147704	0.000000	0.000000	0.000000	0.000000	0.000000	11.477035	0.904651	0.537625	0.000000	0.000000	0.000000	0.970124	0.327198	0.428460	0.000000	0.000000	0.000000	0.197311	0.635992	0.197311	0.635992	0.197311	2.747484	0.197311	1.147704	2.290165	
2.000000	3.000000	0.000000	0.000000	0.000000	1.152246	0.000000	0.000000	0.000000	0.000000	0.000000	11.522463	0.935916	0.580461	0.000000	0.000000	0.000000	0.988336	0.312649	0.428362	0.000000	0.000000	0.000000	0.182123	0.619766	0.182123	0.619766	0.182123	2.695010	0.182123	1.152246	2.390141	
