-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.010	 -0.030	 0.000	 0.000	 -0.000	 -0.000	 0.000027	 0.0000	 0.0621	 0.0509	 0.9589	 -0.0001	 0.0000	 0.0001
-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.010	 -0.030	 -0.000	 0.000	 -0.000	 -0.000	 0.046170	 0.0000	 0.0620	 0.0509	 0.9499	 -0.0000	 -0.0000	 0.0000
-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.010	 -0.030	 -0.000	 0.000	 -0.000	 -0.000	 0.046942	 0.0000	 0.0621	 0.0509	 0.9505	 -0.0001	 0.0000	 -0.0000
-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.010	 -0.030	 -0.000	 0.000	 -0.000	 -0.000	 0.046687	 0.0000	 0.0617	 0.0441	 0.9503	 -0.0000	 0.0000	 0.0000
-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.010	 -0.030	 0.000	 0.000	 -0.000	 -0.000	 0.046771	 0.0000	 0.0619	 0.0500	 0.9549	 -0.0001	 0.0000	 0.0000
-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.010	 -0.030	 -0.000	 0.000	 -0.000	 -0.000	 0.046789	 0.0000	 0.0621	 0.0510	 0.9554	 -0.0001	 0.0001	 -0.0000
-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.010	 -0.030	 -0.000	 0.000	 -0.000	 -0.000	 0.046807	 0.0000	 0.0622	 0.0523	 0.9579	 -0.0001	 0.0000	 -0.0000
-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.010	 -0.030	 -0.000	 0.000	 -0.000	 -0.000	 0.046789	 0.0000	 0.0615	 0.0418	 0.9496	 -0.0000	 0.0000	 -0.0000
-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.011	 -0.030	 -0.000	 0.000	 -0.000	 -0.000	 0.046897	 0.0000	 0.0620	 0.0511	 0.9505	 -0.0001	 0.0001	 -0.0000
-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.011	 -0.030	 -0.000	 0.000	 -0.000	 -0.000	 0.046692	 0.0000	 0.0619	 0.0476	 0.9503	 -0.0001	 0.0000	 0.0000
-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.011	 -0.030	 -0.000	 0.000	 -0.000	 -0.000	 0.046805	 0.0000	 0.0622	 0.0517	 0.9504	 -0.0001	 0.0000	 0.0000
-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.011	 -0.030	 -0.000	 0.000	 -0.000	 -0.000	 0.046943	 0.0000	 0.0620	 0.0509	 0.9504	 -0.0001	 0.0000	 -0.0001
-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.011	 -0.030	 -0.000	 0.000	 -0.000	 -0.000	 0.046750	 0.0000	 0.0621	 0.0510	 0.9590	 -0.0001	 0.0001	 0.0000
-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.011	 -0.030	 -0.000	 0.000	 -0.000	 -0.000	 0.046616	 0.0000	 0.0620	 0.0508	 0.9519	 -0.0001	 0.0001	 -0.0000
-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.011	 -0.030	 -0.000	 0.000	 -0.000	 -0.000	 0.046875	 0.0000	 0.0621	 0.0509	 0.9555	 -0.0001	 0.0000	 -0.0001
-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.011	 -0.030	 -0.000	 0.000	 -0.000	 -0.000	 0.046810	 0.0000	 0.0624	 0.0577	 0.9560	 -0.0001	 0.0000	 0.0000
-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.010	 -0.030	 -0.000	 0.000	 -0.000	 -0.000	 0.046768	 0.0000	 0.0622	 0.0516	 0.9514	 -0.0001	 0.0001	 0.0001
-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.010	 -0.030	 -0.000	 0.000	 -0.000	 -0.000	 0.046763	 0.0000	 0.0593	 0.0477	 0.9506	 -0.0001	 0.0001	 0.0000
-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.010	 -0.030	 -0.000	 0.000	 -0.000	 -0.000	 0.046944	 0.0000	 0.0637	 0.0506	 0.9504	 -0.0001	 0.0001	 0.0000
-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.010	 -0.030	 -0.000	 0.000	 -0.000	 -0.000	 0.046681	 0.0000	 0.0614	 0.0510	 0.9596	 -0.0000	 -0.0000	 -0.0001
-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.010	 -0.030	 -0.000	 0.000	 -0.000	 -0.000	 0.046988	 0.0000	 0.0622	 0.0509	 0.9492	 -0.0001	 0.0001	 -0.0001
-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.010	 -0.030	 -0.000	 0.000	 -0.000	 -0.000	 0.046564	 0.0000	 0.0621	 0.0509	 0.9505	 -0.0001	 0.0001	 -0.0000
-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.010	 -0.030	 -0.000	 0.000	 -0.000	 -0.000	 0.046979	 0.0000	 0.0621	 0.0509	 0.9580	 -0.0001	 -0.0000	 -0.0000
-0.0000	 -0.0000	 -0.0000	 -0.0000	 -0.010	 -0.030	 -0.000	 0.000	 -0.000	 -0.000	 0.046626	 0.0000	 0.0621	 0.0509	 0.9539	 -0.0000	 0.0000	 -0.0000
